,vorname,anzahl,jahr
1141,Amadeus,2,2020
1142,Amadeus,15,2021
1143,Amadeus,6,2022
1144,Amadou,2,2012
1145,Amaia,2,2019
1146,Amaia,2,2020
1147,Amaia,2,2021
1148,Amal,4,2012
1149,Amal,13,2014
1150,Amal,4,2015
1151,Amal,4,2016
1152,Amal,10,2017
1153,Amal,6,2018
1154,Amal,7,2019
1155,Amal,6,2020
1156,Amal,13,2021
1157,Amal,9,2022
1158,Amali,2,2014
1159,Amali,2,2019
1160,Amalia,42,2012
1161,Amalia,62,2013
1162,Amalia,59,2014
1163,Amalia,68,2015
1164,Amalia,84,2016
1165,Amalia,82,2017
1166,Amalia,87,2018
1167,Amalia,85,2019
1168,Amalia,101,2020
1169,Amalia,85,2021
1170,Amalia,89,2022
1171,Amalie,3,2012
1172,Amalie,2,2013
1173,Amalie,6,2014
1174,Amalie,2,2015
1175,Amalie,4,2016
1176,Amalie,2,2017
1177,Amalie,2,2019
1178,Amalie,4,2020
1179,Amalya,2,2019
1180,Amalya,2,2021
1181,Amalya,2,2022
1182,Aman,2,2014
1183,Amanda,10,2012
1184,Amanda,6,2013
1185,Amanda,17,2014
1186,Amanda,5,2015
1187,Amanda,12,2016
1188,Amanda,8,2017
1189,Amanda,2,2018
1190,Amanda,4,2019
1191,Amanda,2,2020
1192,Amanda,9,2021
1193,Amanda,12,2022
1194,Amandus,2,2012
1195,Amandus,4,2015
1196,Amani,7,2012
1197,Amani,9,2013
1198,Amani,4,2014
1199,Amani,5,2015
1200,Amani,4,2016
1201,Amani,7,2017
1202,Amani,2,2019
1203,Amani,6,2020
1204,Amani,5,2022
1205,Amany,2,2012
1206,Amar,5,2012
1207,Amar,9,2013
1208,Amar,13,2014
1209,Amar,10,2015
1210,Amar,18,2016
1211,Amar,20,2017
1212,Amar,10,2018
1213,Amar,22,2019
1214,Amar,16,2020
1215,Amar,14,2021
1216,Amar,25,2022
1217,Amara,4,2012
1218,Amara,2,2013
1219,Amara,6,2014
1220,Amara,2,2015
1221,Amara,9,2016
1222,Amara,6,2017
1223,Amara,11,2018
1224,Amara,7,2019
1225,Amara,6,2020
1226,Amara,15,2021
1227,Amara,13,2022
1228,Amari,2,2012
1229,Amari,2,2021
1230,Amari,6,2022
1231,Amaris,2,2016
1232,Amaro,2,2018
1233,Amaro,3,2021
1234,Amaro,2,2022
1235,Amaru,2,2013
1236,Amaru,2,2014
1237,Amaru,4,2016
1238,Amaru,3,2017
1239,Amaru,2,2020
1240,Amaru,2,2022
1241,Amaury,2,2015
1242,Amaury,2,2020
1243,Amaury,2,2022
1244,Amaya,2,2012
1245,Amaya,6,2013
1246,Amaya,2,2015
1247,Amaya,5,2016
1248,Amaya,8,2017
1249,Amaya,3,2018
1250,Amaya,9,2019
1251,Amaya,2,2020
1252,Amaya,20,2021
1253,Amaya,20,2022
1254,Amber,2,2012
1255,Amber,2,2013
1256,Amber,3,2014
1257,Amber,4,2015
1258,Amber,2,2016
1259,Amber,4,2018
1260,Amber,2,2020
1261,Ambrose,2,2018
1262,Amel,2,2020
1263,Amela,2,2012
1264,Amela,2,2016
1265,Ameli,2,2019
1266,Amelia,29,2012
1267,Amelia,36,2013
1268,Amelia,34,2014
1269,Amelia,58,2015
1270,Amelia,60,2016
1271,Amelia,55,2017
1272,Amelia,52,2018
1273,Amelia,58,2019
1274,Amelia,70,2020
1275,Amelia,47,2021
1276,Amelia,53,2022
1277,Amelie,132,2012
1278,Amelie,133,2013
1279,Amelie,126,2014
1280,Amelie,143,2015
1281,Amelie,145,2016
1282,Amelie,143,2017
1283,Amelie,125,2018
1284,Amelie,118,2019
1285,Amelie,106,2020
1286,Amelie,101,2021
1287,Amelie,94,2022
1288,Amelina,2,2018
1289,Ameliya,2,2020
1290,Amelié,2,2014
1291,Amely,5,2013
1292,Amely,3,2014
1293,Amely,2,2015
1294,Amely,2,2017
1295,Amely,2,2019
1296,Amer,2,2018
1297,Amer,2,2020
1298,Amil,2,2014
1299,Amila,2,2014
1300,Amila,2,2015
1301,Amila,2,2018
1302,Amila,2,2019
1303,Amila,2,2020
1304,Amilia,8,2012
1305,Amilia,4,2013
1306,Amilia,10,2014
1307,Amilia,16,2015
1308,Amilia,12,2016
1309,Amilia,11,2017
1310,Amilia,12,2018
1311,Amilia,2,2019
1312,Amilia,20,2020
1313,Amilia,22,2021
1314,Amilia,12,2022
1315,Amin,24,2012
1316,Amin,19,2013
1317,Amin,17,2014
1318,Amin,22,2015
1319,Amin,33,2016
1320,Amin,10,2017
1321,Amin,17,2018
1322,Amin,13,2019
1323,Amin,7,2020
1324,Amin,19,2021
1325,Amin,10,2022
1326,Amina,28,2012
1327,Amina,41,2013
1328,Amina,37,2014
1329,Amina,42,2015
1330,Amina,35,2016
1331,Amina,25,2017
1332,Amina,29,2018
1333,Amina,43,2019
1334,Amina,33,2020
1335,Amina,27,2021
1336,Amina,28,2022
1337,Amine,5,2012
1338,Amine,8,2014
1339,Amine,5,2015
1340,Amine,6,2016
1341,Amine,10,2017
1342,Amine,2,2019
1343,Amine,3,2020
1344,Amine,5,2022
1345,Amir,35,2012
1346,Amir,45,2013
1347,Amir,53,2014
1348,Amir,75,2015
1349,Amir,77,2016
1350,Amir,77,2017
1351,Amir,84,2018
1352,Amir,72,2019
1353,Amir,68,2020
1354,Amir,69,2021
1355,Amir,76,2022
1356,Amira,27,2012
1357,Amira,29,2013
1358,Amira,39,2014
1359,Amira,42,2015
1360,Amira,50,2016
1361,Amira,39,2017
1362,Amira,42,2018
1363,Amira,51,2019
1364,Amira,60,2020
1365,Amira,57,2021
1366,Amira,72,2022
1367,Amit,2,2015
1368,Amjad,2,2020
1369,Ammar,2,2013
1370,Ammar,4,2015
1371,Ammar,2,2018
1372,Ammar,7,2019
1373,Ammar,2,2020
1374,Ammar,2,2021
1375,Ammar,2,2022
1376,Amna,2,2015
1377,Amna,2,2016
1378,Amon,9,2012
1379,Amon,12,2013
1380,Amon,4,2014
1381,Amon,5,2015
1382,Amon,3,2016
1383,Amon,2,2017
1384,Amon,4,2019
1385,Amon,7,2020
1386,Amon,2,2022
1387,Amos,2,2012
1388,Amos,5,2014
1389,Amos,2,2015
1390,Amos,3,2016
1391,Amos,2,2018
1392,Amos,3,2019
1393,Amos,7,2020
1394,Amos,4,2022
1395,Amr,2,2015
1396,Amr,2,2016
1397,Amra,6,2022
1398,Amy,58,2012
1399,Amy,51,2013
1400,Amy,43,2014
1401,Amy,48,2015
1402,Amy,33,2016
1403,Amy,37,2017
1404,Amy,35,2018
1405,Amy,13,2019
1406,Amy,25,2020
1407,Amy,15,2021
1408,Amy,12,2022
1409,Amédée,2,2020
1410,Amélie,31,2012
1411,Amélie,32,2013
1412,Amélie,32,2014
1413,Amélie,31,2015
1414,Amélie,16,2016
1415,Amélie,12,2017
1416,Amélie,10,2018
1417,Amélie,17,2019
1418,Amélie,17,2020
1419,Amélie,16,2021
1420,Amélie,7,2022
1421,An,14,2012
1422,An,19,2013
1423,An,10,2014
1424,An,27,2015
1425,An,17,2016
1426,An,25,2017
1427,An,16,2018
1428,An,30,2019
1429,An,28,2020
1430,An,14,2021
1431,An,25,2022
1432,Ana,12,2012
1433,Ana,17,2013
1434,Ana,22,2014
1435,Ana,17,2015
1436,Ana,14,2016
1437,Ana,17,2017
1438,Ana,15,2018
1439,Ana,15,2019
1440,Ana,11,2020
1441,Ana,5,2021
1442,Ana,13,2022
1443,Anabel,2,2016
1444,Anabel,2,2018
1445,Anabell,2,2012
1446,Anabella,2,2016
1447,Anabelle,2,2017
1448,Anabelle,2,2018
1449,Anabelle,2,2019
1450,Anabia,2,2019
1451,Anahita,2,2016
1452,Anahita,2,2022
1453,Anais,3,2015
1454,Anais,2,2019
1455,Anais,2,2020
1456,Anais,6,2021
1457,Anais,2,2022
1458,Anakin,6,2012
1459,Anakin,2,2013
1460,Anand,2,2014
1461,Ananda,2,2017
1462,Ananda,2,2020
1463,Anandi,2,2015
1464,Anas,7,2012
1465,Anas,6,2013
1466,Anas,2,2014
1467,Anas,6,2015
1468,Anas,2,2016
1469,Anas,2,2017
1470,Anas,2,2018
1471,Anas,5,2019
1472,Anas,2,2020
1473,Anas,4,2021
1474,Anas,6,2022
1475,Anaser,2,2019
1476,Anastasia,35,2012
1477,Anastasia,41,2013
1478,Anastasia,47,2014
1479,Anastasia,53,2015
1480,Anastasia,57,2016
1481,Anastasia,46,2017
1482,Anastasia,34,2018
1483,Anastasia,42,2019
1484,Anastasia,36,2020
1485,Anastasia,34,2021
1486,Anastasia,37,2022
1487,Anastasija,2,2015
1488,Anastasija,4,2016
1489,Anastasija,2,2017
1490,Anastasija,3,2018
1491,Anastasija,7,2020
1492,Anastasija,2,2021
1493,Anastasios,2,2020
1494,Anastazja,2,2017
1495,Anatol,2,2014
1496,Anatol,2,2017
1497,Anatol,2,2018
1498,Anatole,2,2018
1499,Anatoli,2,2022
1500,Anaya,2,2016
1501,Anaya,2,2018
1502,Anaïs,5,2012
1503,Anaïs,2,2013
1504,Anaïs,4,2014
1505,Anaïs,4,2015
1506,Anaïs,2,2016
1507,Anaïs,2,2017
1508,Anaïs,2,2018
1509,Anaïs,10,2021
1510,Anaïs,2,2022
1511,Anderson,2,2015
1512,Andi,2,2013
1513,Andia,2,2015
1514,Andjelina,2,2012
1515,Andjelina,3,2014
1516,Andjelo,2,2013
1517,Andor,2,2017
1518,Andra,3,2016
1519,Andre,4,2013
1520,Andre,4,2014
1521,Andre,2,2016
1522,Andrea,16,2012
1523,Andrea,10,2013
1524,Andrea,7,2014
1525,Andrea,19,2015
1526,Andrea,11,2016
1527,Andrea,10,2017
1528,Andrea,12,2018
1529,Andrea,11,2019
1530,Andrea,6,2020
1531,Andrea,15,2021
1532,Andrea,8,2022
1533,Andreas,76,2012
1534,Andreas,55,2013
1535,Andreas,55,2014
1536,Andreas,76,2015
1537,Andreas,50,2016
1538,Andreas,50,2017
1539,Andreas,56,2018
1540,Andreas,40,2019
1541,Andreas,41,2020
1542,Andreas,47,2021
1543,Andreas,31,2022
1544,Andreea,4,2012
1545,Andreea,2,2014
1546,Andreea,6,2015
1547,Andreea,2,2016
1548,Andreea,4,2021
1549,Andreevich,2,2019
1550,Andreevič,3,2014
1551,Andreevič,3,2018
1552,Andreevič,2,2019
1553,Andreevič,2,2021
1554,Andreevna,2,2018
1555,Andreevna,2,2019
1556,Andrei,6,2014
1557,Andrei,10,2015
1558,Andrei,7,2016
1559,Andrei,3,2017
1560,Andrei,6,2018
1561,Andrei,10,2019
1562,Andrei,2,2020
1563,Andrei,2,2021
1564,Andrei,2,2022
1565,Andreia,3,2014
1566,Andrej,4,2012
1567,Andrej,5,2013
1568,Andrej,2,2014
1569,Andrej,3,2015
1570,Andrej,2,2020
1571,Andrej,2,2022
1572,Andrew,6,2012
1573,Andrew,2,2013
1574,Andrew,3,2014
1575,Andrew,6,2015
1576,Andrew,2,2016
1577,Andrew,5,2017
1578,Andrew,2,2018
1579,Andrew,2,2021
1580,Andrew,2,2022
1581,Andrey,2,2012
1582,Andrey,4,2019
1583,Andrey,2,2021
1584,Andrin,2,2019
1585,Andriìvna,2,2022
1586,Andrzej,2,2013
1587,Andrzej,2,2015
1588,Andrzej,2,2020
1589,Andrzej,2,2022
1590,André,24,2012
1591,André,29,2013
1592,André,24,2014
1593,André,23,2015
1594,André,17,2016
1595,André,9,2017
1596,André,12,2018
1597,André,13,2019
1598,André,2,2020
1599,André,12,2021
1600,André,6,2022
1601,Andrés,2,2012
1602,Andrés,4,2014
1603,Andrés,2,2018
1604,Andrés,3,2020
1605,Andrés,2,2022
1606,Andy,4,2012
1607,Andy,2,2014
1608,Andy,5,2016
1609,Andy,4,2017
1610,Andy,4,2020
1611,Andy,12,2021
1612,Andy,2,2022
1613,Anel,2,2012
1614,Anel,2,2015
1615,Anel,2,2020
1616,Anela,2,2013
1617,Anelia,2,2016
1618,Anelia,2,2020
1619,Anelio,2,2014
1620,Anes,2,2012
1621,Anes,2,2014
1622,Anes,2,2019
1623,Anes,2,2021
1624,Anes,3,2022
1625,Angel,2,2013
1626,Angel,6,2014
1627,Angel,3,2015
1628,Angel,2,2016
1629,Angel,2,2019
1630,Angel,4,2020
1631,Angel,3,2022
1632,Angela,7,2013
1633,Angela,14,2014
1634,Angela,11,2015
1635,Angela,13,2016
1636,Angela,8,2017
1637,Angela,5,2018
1638,Angela,9,2019
1639,Angela,5,2020
1640,Angela,5,2021
1641,Angela,6,2022
1642,Angelie,2,2013
1643,Angelie,2,2015
1644,Angelika,5,2012
1645,Angelika,11,2013
1646,Angelika,12,2014
1647,Angelika,15,2015
1648,Angelika,3,2016
1649,Angelika,7,2017
1650,Angelika,7,2018
1651,Angelika,6,2019
1652,Angelika,2,2021
1653,Angelika,5,2022
1654,Angeliki,2,2021
1655,Angelina,44,2012
1656,Angelina,23,2013
1657,Angelina,35,2014
1658,Angelina,25,2015
1659,Angelina,19,2016
1660,Angelina,12,2017
1661,Angelina,8,2018
1662,Angelina,10,2019
1663,Angelina,18,2020
1664,Angelina,2,2021
1665,Angelina,9,2022
1666,Angeline,2,2014
1667,Angelique,2,2013
1668,Angelique,6,2015
1669,Angelique,2,2020
1670,Angelo,15,2012
1671,Angelo,10,2013
1672,Angelo,7,2014
1673,Angelo,11,2015
1674,Angelo,13,2016
1675,Angelo,5,2017
1676,Angelo,5,2018
1677,Angelo,7,2019
1678,Angelo,4,2021
1679,Angelov,2,2014
1680,Angelova,3,2017
1681,Angelova,2,2018
1682,Angus,2,2014
1683,Anh,48,2012
1684,Anh,45,2013
1685,Anh,57,2014
1686,Anh,76,2015
1687,Anh,48,2016
1688,Anh,60,2017
1689,Anh,39,2018
1690,Anh,65,2019
1691,Anh,62,2020
1692,Anh,54,2021
1693,Anh,66,2022
1694,Ani,2,2012
1695,Ani,4,2013
1696,Ani,2,2016
1697,Ani,2,2019
1698,Ani,2,2022
1699,Anid,2,2015
1700,Aniela,2,2019
1701,Aniela,2,2021
1702,Anife,2,2018
1703,Anik,2,2014
1704,Anik,2,2016
1705,Anik,2,2017
1706,Anika,2,2013
1707,Anika,9,2014
1708,Anika,6,2015
1709,Anika,5,2018
1710,Anika,6,2019
1711,Anika,4,2021
1712,Anika,2,2022
1713,Anil,2,2015
1714,Anil,3,2016
1715,Anil,2,2022
1716,Anima,2,2012
1717,Anina,2,2013
1718,Anir,2,2020
1719,Anis,4,2013
1720,Anis,7,2014
1721,Anis,3,2015
1722,Anis,2,2019
1723,Anis,2,2020
1724,Anisa,5,2012
1725,Anisa,2,2013
1726,Anisa,2,2014
1727,Anisa,4,2015
1728,Anisa,5,2016
1729,Anisa,5,2017
1730,Anisa,7,2018
1731,Anisa,6,2019
1732,Anisa,8,2021
1733,Anisa,2,2022
1734,Anisha,2,2012
1735,Anisha,2,2016
1736,Anissa,2,2013
1737,Anissa,4,2016
1738,Anissa,2,2019
1739,Anissa,2,2021
1740,Anissa,4,2022
1741,Anita,8,2012
1742,Anita,9,2013
1743,Anita,17,2014
1744,Anita,10,2015
1745,Anita,12,2016
1746,Anita,2,2017
1747,Anita,2,2018
1748,Anita,5,2019
1749,Anita,7,2020
1750,Anita,6,2021
1751,Anita,5,2022
1752,Anja,5,2012
1753,Anja,4,2014
1754,Anja,10,2015
1755,Anja,6,2017
1756,Anja,2,2021
1757,Anjali,2,2012
1758,Anjali,2,2015
1759,Anjo,2,2014
1760,Anke,2,2012
1761,Anke,4,2013
1762,Ann,11,2012
1763,Ann,7,2013
1764,Ann,10,2014
1765,Ann,13,2015
1766,Ann,10,2016
1767,Ann,2,2017
1768,Ann,7,2018
1769,Ann,4,2019
1770,Ann,5,2020
1771,Ann,6,2021
1772,Ann,3,2022
1773,Anna,267,2012
1774,Anna,276,2013
1775,Anna,316,2014
1776,Anna,312,2015
1777,Anna,305,2016
1778,Anna,262,2017
1779,Anna,293,2018
1780,Anna,230,2019
1781,Anna,215,2020
1782,Anna,198,2021
1783,Anna,172,2022
1784,Anna-lena,8,2012
1785,Anna-lena,2,2013
1786,Anna-lena,2,2014
1787,Anna-lena,2,2015
1788,Anna-maria,2,2014
1789,Anna-maria,2,2015
1790,Anna-maria,3,2016
1791,Anna-maria,4,2019
1792,Anna-maria,2,2021
1793,Anna-sophie,2,2013
1794,Anna-sophie,2,2016
1795,Annabel,6,2013
1796,Annabel,4,2014
1797,Annabel,5,2016
1798,Annabel,2,2017
1799,Annabel,2,2018
1800,Annabel,2,2021
1801,Annabell,20,2012
1802,Annabell,32,2013
1803,Annabell,16,2014
1804,Annabell,25,2015
1805,Annabell,23,2016
1806,Annabell,29,2017
1807,Annabell,10,2018
1808,Annabell,9,2019
1809,Annabell,8,2020
1810,Annabell,5,2021
1811,Annabella,2,2013
1812,Annabella,4,2015
1813,Annabella,6,2016
1814,Annabella,2,2017
1815,Annabella,4,2018
1816,Annabella,2,2019
1817,Annabelle,17,2012
1818,Annabelle,17,2013
1819,Annabelle,35,2014
1820,Annabelle,36,2015
1821,Annabelle,26,2016
1822,Annabelle,19,2017
1823,Annabelle,31,2018
1824,Annabelle,18,2019
1825,Annabelle,16,2020
1826,Annabelle,13,2021
1827,Annabelle,6,2022
1828,Annalena,8,2012
1829,Annalena,6,2013
1830,Annalena,13,2014
1831,Annalena,4,2015
1832,Annalena,4,2016
1833,Annalena,6,2019
1834,Annalena,4,2020
1835,Annalena,2,2022
1836,Annamaria,2,2016
1837,Anne,17,2012
1838,Anne,22,2013
1839,Anne,20,2014
1840,Anne,16,2015
1841,Anne,16,2016
1842,Anne,4,2017
1843,Anne,12,2018
1844,Anne,8,2019
1845,Anne,6,2020
1846,Anne,11,2021
1847,Anne,4,2022
1848,Annegret,2,2014
1849,Anneli,4,2014
1850,Anneli,4,2016
1851,Annelie,6,2012
1852,Annelie,13,2014
1853,Annelie,14,2015
1854,Annelie,17,2016
1855,Annelie,7,2017
1856,Annelie,11,2018
1857,Annelie,2,2019
1858,Annelie,6,2020
1859,Annelie,6,2021
1860,Annelie,4,2022
1861,Annelies,2,2019
1862,Annelies,2,2022
1863,Anneliese,9,2012
1864,Anneliese,4,2013
1865,Anneliese,4,2014
1866,Anneliese,8,2015
1867,Anneliese,5,2016
1868,Anneliese,2,2017
1869,Anneliese,4,2018
1870,Anneliese,6,2019
1871,Anneliese,2,2021
1872,Annemarie,13,2012
1873,Annemarie,9,2013
1874,Annemarie,11,2014
1875,Annemarie,14,2015
1876,Annemarie,5,2016
1877,Annemarie,10,2017
1878,Annemarie,4,2018
1879,Annemarie,13,2019
1880,Annemarie,6,2020
1881,Annemarie,2,2021
1882,Annerose,2,2016
1883,Annett,2,2013
1884,Annette,3,2015
1885,Annette,7,2016
1886,Annette,2,2020
1887,Annette,2,2022
1888,Anni,27,2012
1889,Anni,20,2013
1890,Anni,37,2014
1891,Anni,31,2015
1892,Anni,49,2016
1893,Anni,27,2017
1894,Anni,33,2018
1895,Anni,17,2019
1896,Anni,21,2020
1897,Anni,28,2021
1898,Anni,19,2022
1899,Annie,4,2013
1900,Annie,3,2014
1901,Annie,10,2015
1902,Annie,14,2016
1903,Annie,6,2017
1904,Annie,2,2018
1905,Annie,4,2019
1906,Annie,5,2020
1907,Annie,2,2021
1908,Annie,12,2022
1909,Annik,2,2018
1910,Annik,2,2020
1911,Annika,39,2012
1912,Annika,28,2013
1913,Annika,36,2014
1914,Annika,31,2015
1915,Annika,25,2016
1916,Annika,18,2017
1917,Annika,19,2018
1918,Annika,15,2019
1919,Annika,18,2020
1920,Annika,13,2021
1921,Annika,6,2022
1922,Annikki,2,2018
1923,Annikki,2,2020
1924,Annina,2,2015
1925,Anno,2,2019
1926,Anny,2,2013
1927,Anouk,46,2012
1928,Anouk,24,2013
1929,Anouk,38,2014
1930,Anouk,40,2015
1931,Anouk,45,2016
1932,Anouk,26,2017
1933,Anouk,29,2018
1934,Anouk,21,2019
1935,Anouk,36,2020
1936,Anouk,36,2021
1937,Anouk,31,2022
1938,Ansel,2,2015
1939,Anselm,2,2013
1940,Anselm,2,2014
1941,Anselm,3,2015
1942,Anselm,3,2017
1943,Anselm,2,2018
1944,Anselm,2,2022
1945,Ansgar,4,2012
1946,Ansgar,5,2014
1947,Ansgar,14,2015
1948,Ansgar,7,2016
1949,Ansgar,4,2017
1950,Ansgar,3,2018
1951,Ansgar,2,2020
1952,Ante,2,2013
1953,Ante,2,2014
1954,Ante,2,2017
1955,Ante,2,2019
1956,Ante,2,2022
1957,Anthea,2,2013
1958,Anthea,2,2022
1959,Anthony,40,2012
1960,Anthony,29,2013
1961,Anthony,24,2014
1962,Anthony,18,2015
1963,Anthony,15,2016
1964,Anthony,18,2017
1965,Anthony,13,2018
1966,Anthony,18,2019
1967,Anthony,12,2020
1968,Anthony,12,2021
1969,Anthony,29,2022
1970,Antje,2,2015
1971,Antje,2,2016
1972,Antje,2,2017
1973,Antje,2,2020
1974,Antoine,6,2012
1975,Antoine,3,2013
1976,Antoine,2,2014
1977,Antoine,10,2015
1978,Antoine,3,2016
1979,Antoine,3,2017
1980,Antoine,5,2018
1981,Antoinette,2,2014
1982,Anton,277,2012
1983,Anton,274,2013
1984,Anton,297,2014
1985,Anton,254,2015
1986,Anton,283,2016
1987,Anton,276,2017
1988,Anton,287,2018
1989,Anton,249,2019
1990,Anton,247,2020
1991,Anton,205,2021
1992,Anton,183,2022
1993,Antonella,5,2016
1994,Antonella,2,2017
1995,Antoni,16,2012
1996,Antoni,9,2013
1997,Antoni,5,2014
1998,Antoni,10,2015
1999,Antoni,13,2016
2000,Antoni,14,2018
2001,Antoni,7,2019
2002,Antoni,2,2020
2003,Antoni,15,2021
2004,Antoni,6,2022
2005,Antonia,107,2012
2006,Antonia,103,2013
2007,Antonia,104,2014
2008,Antonia,103,2015
2009,Antonia,108,2016
2010,Antonia,112,2017
2011,Antonia,83,2018
2012,Antonia,95,2019
2013,Antonia,114,2020
2014,Antonia,71,2021
2015,Antonia,58,2022
2016,Antonie,2,2013
2017,Antonie,2,2014
2018,Antonie,2,2015
2019,Antonie,5,2016
2020,Antonie,2,2021
2021,Antonie,4,2022
2022,Antonietta,2,2020
2023,Antonin,5,2013
2024,Antonin,6,2015
2025,Antonin,2,2016
2026,Antonin,2,2017
2027,Antonin,2,2018
2028,Antonina,2,2012
2029,Antonina,2,2022
2030,Antonio,28,2012
2031,Antonio,43,2013
2032,Antonio,42,2014
2033,Antonio,37,2015
2034,Antonio,45,2016
2035,Antonio,34,2017
2036,Antonio,34,2018
2037,Antonio,32,2019
2038,Antonio,35,2020
2039,Antonio,25,2021
2040,Antonio,34,2022
2041,Antonius,10,2012
2042,Antonius,2,2013
2043,Antonius,9,2014
2044,Antonius,4,2015
2045,Antonius,2,2016
2046,Antonius,2,2017
2047,Antonius,2,2019
2048,Antonius,4,2020
2049,Antonius,2,2021
2050,Antonius,4,2022
2051,Antonov,2,2018
2052,Antonovic,2,2020
2053,Antonovič,2,2012
2054,Antonovič,4,2021
2055,Antonovna,2,2015
2056,Antonovna,2,2017
2057,Antonovna,2,2018
2058,Antony,2,2013
2059,Antony,2,2015
2060,Antony,2,2022
2061,Anuar,3,2015
2062,Anuar,2,2016
2063,Anuar,2,2017
2064,Anuar,4,2018
2065,Anuk,6,2016
2066,Anuk,2,2017
2067,Anuk,2,2018
2068,Anuthida,2,2019
2069,Anwar,2,2016
2070,Anıl,4,2012
2071,Anıl,4,2013
2072,Anıl,2,2014
2073,Anıl,2,2015
2074,Anıl,2,2016
2075,Apollo,2,2019
2076,Apollo,2,2021
2077,Apollonia,2,2015
2078,April,2,2013
2079,Ara,2,2021
2080,Arafat,2,2014
2081,Aram,4,2015
2082,Aram,7,2016
2083,Aram,4,2017
2084,Aram,4,2018
2085,Aram,2,2019
2086,Aram,4,2020
2087,Aram,9,2021
2088,Aram,3,2022
2089,Aramis,2,2014
2090,Aramis,2,2017
2091,Aran,2,2019
2092,Aras,16,2012
2093,Aras,10,2013
2094,Aras,12,2014
2095,Aras,15,2015
2096,Aras,23,2016
2097,Aras,27,2017
2098,Aras,37,2018
2099,Aras,36,2019
2100,Aras,35,2020
2101,Aras,51,2021
2102,Aras,54,2022
2103,Arben,2,2016
2104,Arda,23,2012
2105,Arda,25,2013
2106,Arda,19,2014
2107,Arda,17,2015
2108,Arda,19,2016
2109,Arda,6,2017
2110,Arda,2,2018
2111,Arda,6,2019
2112,Arda,5,2020
2113,Arda,10,2021
2114,Arda,2,2022
2115,Ardian,2,2012
2116,Ardian,3,2013
2117,Ardian,2,2018
2118,Ardıl,2,2018
2119,Arel,3,2017
2120,Arel,2,2018
2121,Arel,10,2021
2122,Aren,2,2013
2123,Aren,2,2014
2124,Aren,2,2015
2125,Aren,6,2016
2126,Aren,4,2017
2127,Aren,2,2018
2128,Aren,3,2019
2129,Aren,2,2021
2130,Aren,4,2022
2131,Ares,4,2012
2132,Ares,2,2015
2133,Ares,4,2016
2134,Ares,2,2017
2135,Ares,2,2019
2136,Ares,2,2020
2137,Ares,6,2021
2138,Arham,2,2019
2139,Ari,7,2012
2140,Ari,2,2013
2141,Ari,8,2014
2142,Ari,12,2015
2143,Ari,9,2016
2144,Ari,10,2017
2145,Ari,8,2018
2146,Ari,14,2019
2147,Ari,11,2020
2148,Ari,17,2021
2149,Ari,17,2022
2150,Aria,3,2014
2151,Aria,2,2015
2152,Aria,9,2016
2153,Aria,11,2018
2154,Aria,12,2019
2155,Aria,7,2020
2156,Aria,10,2021
2157,Aria,19,2022
2158,Arian,4,2012
2159,Arian,10,2013
2160,Arian,10,2014
2161,Arian,18,2015
2162,Arian,8,2016
2163,Arian,14,2017
2164,Arian,15,2018
2165,Arian,19,2019
2166,Arian,38,2020
2167,Arian,32,2021
2168,Arian,35,2022
2169,Ariana,4,2012
2170,Ariana,2,2013
2171,Ariana,4,2014
2172,Ariana,14,2015
2173,Ariana,15,2016
2174,Ariana,7,2017
2175,Ariana,22,2018
2176,Ariana,16,2019
2177,Ariana,14,2020
2178,Ariana,15,2021
2179,Ariana,12,2022
2180,Ariane,4,2012
2181,Ariane,3,2018
2182,Ariane,2,2020
2183,Ariane,10,2021
2184,Arianna,2,2013
2185,Arianna,2,2016
2186,Arianna,2,2017
2187,Arianna,2,2021
2188,Arianna,3,2022
2189,Ariel,2,2015
2190,Ariel,5,2016
2191,Ariel,2,2018
2192,Ariel,2,2020
2193,Ariel,2,2021
2194,Ariel,4,2022
2195,Ariella,2,2014
2196,Ariella,3,2017
2197,Ariella,2,2022
2198,Arielle,2,2013
2199,Arielle,3,2016
2200,Arif,2,2012
2201,Arif,2,2013
2202,Arif,2,2016
2203,Arif,2,2017
2204,Arijan,2,2015
2205,Arijan,2,2020
2206,Arijan,2,2022
2207,Arijana,2,2016
2208,Arijon,2,2014
2209,Arik,4,2012
2210,Arik,2,2014
2211,Arik,3,2015
2212,Arik,10,2016
2213,Arik,4,2017
2214,Arik,2,2018
2215,Arik,4,2019
2216,Arik,2,2020
2217,Arik,2,2021
2218,Arik,2,2022
2219,Arin,11,2015
2220,Arin,6,2016
2221,Arin,4,2017
2222,Arin,5,2018
2223,Arin,2,2019
2224,Arin,4,2020
2225,Arin,2,2022
2226,Arina,11,2012
2227,Arina,5,2013
2228,Arina,8,2014
2229,Arina,5,2015
2230,Arina,11,2016
2231,Arina,8,2017
2232,Arina,8,2018
2233,Arina,2,2019
2234,Arina,2,2020
2235,Arina,5,2021
2236,Arina,4,2022
2237,Aris,2,2012
2238,Aris,6,2016
2239,Aris,4,2017
2240,Aris,2,2018
2241,Aris,7,2019
2242,Aris,2,2020
2243,Aris,2,2021
2244,Aristid,2,2012
2245,Ariya,2,2020
2246,Arjen,2,2014
2247,Arjen,2,2016
2248,Arjen,2,2021
2249,Arjin,2,2015
2250,Arjun,2,2012
