,vorname,anzahl,jahr
20995,Seda,2,2012
20996,Sedef,2,2012
20997,Sedef,2,2013
20998,Sedra,2,2019
20999,Sefora,3,2013
21000,Sefora,2,2018
21001,Seif,4,2016
21002,Seinab,2,2014
21003,Selah,2,2016
21004,Selen,4,2016
21005,Selen,2,2022
21006,Selena,4,2013
21007,Selena,6,2016
21008,Selena,2,2017
21009,Selena,4,2019
21010,Selena,4,2020
21011,Selena,4,2021
21012,Selena,4,2022
21013,Selene,2,2013
21014,Selim,14,2012
21015,Selim,2,2013
21016,Selim,15,2014
21017,Selim,11,2015
21018,Selim,21,2016
21019,Selim,15,2017
21020,Selim,24,2018
21021,Selim,15,2019
21022,Selim,11,2020
21023,Selim,14,2021
21024,Selim,7,2022
21025,Selin,18,2012
21026,Selin,14,2013
21027,Selin,14,2014
21028,Selin,10,2015
21029,Selin,24,2016
21030,Selin,16,2017
21031,Selin,13,2018
21032,Selin,10,2019
21033,Selin,15,2020
21034,Selin,13,2021
21035,Selin,4,2022
21036,Selina,20,2012
21037,Selina,20,2013
21038,Selina,16,2014
21039,Selina,15,2015
21040,Selina,21,2016
21041,Selina,12,2017
21042,Selina,17,2018
21043,Selina,6,2019
21044,Selina,9,2020
21045,Selina,6,2021
21046,Selina,4,2022
21047,Selma,28,2012
21048,Selma,27,2013
21049,Selma,35,2014
21050,Selma,33,2015
21051,Selma,38,2016
21052,Selma,35,2017
21053,Selma,31,2018
21054,Selma,21,2019
21055,Selma,20,2020
21056,Selma,29,2021
21057,Selma,34,2022
21058,Selvira,2,2016
21059,Sema,2,2012
21060,Sema,2,2013
21061,Sema,2,2016
21062,Sema,3,2017
21063,Sema,2,2022
21064,Semi,2,2012
21065,Semih,2,2012
21066,Semih,5,2013
21067,Semih,2,2015
21068,Semih,2,2017
21069,Semih,4,2018
21070,Semih,2,2020
21071,Semin,2,2017
21072,Sena,15,2012
21073,Sena,4,2013
21074,Sena,7,2014
21075,Sena,14,2015
21076,Sena,6,2016
21077,Sena,6,2017
21078,Sena,26,2018
21079,Sena,23,2019
21080,Sena,23,2020
21081,Sena,13,2021
21082,Sena,17,2022
21083,Senad,2,2012
21084,Senad,2,2018
21085,Senad,2,2022
21086,Sencer,2,2021
21087,Senem,2,2012
21088,Serafim,2,2012
21089,Serafin,3,2013
21090,Serafin,2,2016
21091,Serafina,4,2012
21092,Serafina,3,2013
21093,Seraphin,2,2012
21094,Seraphina,6,2012
21095,Seraphina,4,2014
21096,Seraphina,4,2015
21097,Seraphina,4,2016
21098,Seraphina,2,2017
21099,Seraphine,2,2013
21100,Sercan,2,2013
21101,Serena,2,2015
21102,Serena,2,2019
21103,Serena,3,2022
21104,Serge,2,2015
21105,Serge,2,2016
21106,Sergeevič,3,2016
21107,Sergeevna,2,2012
21108,Sergeevna,2,2016
21109,Sergeevna,6,2017
21110,Sergeevna,2,2020
21111,Sergeevna,2,2022
21112,Sergej,2,2014
21113,Sergej,4,2015
21114,Sergio,2,2012
21115,Sergio,4,2019
21116,Serhat,2,2014
21117,Serhat,4,2017
21118,Serhat,2,2018
21119,Serhat,2,2021
21120,Serhiiovič,2,2022
21121,Serin,2,2022
21122,Serkan,2,2012
21123,Serkan,3,2014
21124,Serkan,2,2017
21125,Serra,3,2013
21126,Serra,2,2017
21127,Sevda,2,2015
21128,Sevda,2,2017
21129,Sevda,2,2018
21130,Sevdalin,2,2021
21131,Sevde,4,2014
21132,Sevde,2,2017
21133,Severin,2,2015
21134,Severin,6,2016
21135,Severin,4,2017
21136,Severin,2,2018
21137,Severina,2,2015
21138,Sevgi,2,2015
21139,Sevgi,3,2017
21140,Sevim,2,2013
21141,Sevim,2,2015
21142,Sevim,2,2016
21143,Seydi,2,2016
21144,Seyedeh,2,2018
21145,Seyid,2,2014
21146,Seyid,2,2015
21147,Seyid,2,2016
21148,Seyid,2,2021
21149,Seyit,2,2013
21150,Seyit,9,2014
21151,Seyit,3,2016
21152,Seyit,4,2017
21153,Seyit,3,2018
21154,Seyit,6,2021
21155,Seyit,4,2022
21156,Seyithan,2,2019
21157,Seymen,3,2013
21158,Seymen,3,2016
21159,Seymur,2,2015
21160,Seyyid,6,2016
21161,Seyyid,2,2019
21162,Seyyid,2,2021
21163,Seyyid,4,2022
21164,Seán,2,2019
21165,Shaban,2,2018
21166,Shabanova,2,2015
21167,Shadia,2,2018
21168,Shahed,2,2017
21169,Shahin,2,2018
21170,Shahin,2,2019
21171,Shaimaa,2,2021
21172,Sham,2,2014
21173,Sham,9,2016
21174,Sham,10,2017
21175,Sham,8,2018
21176,Sham,2,2019
21177,Shams,2,2018
21178,Shams,2,2019
21179,Shanaya,2,2013
21180,Shanaya,2,2019
21181,Shanaya,2,2022
21182,Shane,2,2014
21183,Shania,2,2012
21184,Shanti,2,2016
21185,Shanvi,2,2022
21186,Sharleen,3,2012
21187,Sharleen,2,2013
21188,Sharon,2,2012
21189,Sharon,2,2013
21190,Sharon,4,2015
21191,Sharon,2,2016
21192,Sharon,2,2018
21193,Shawn,4,2012
21194,Shawn,2,2013
21195,Shawn,4,2016
21196,Shawn,2,2020
21197,Shayan,2,2014
21198,Shayan,3,2015
21199,Shayan,2,2019
21200,Shayan,4,2022
21201,Sherin,2,2012
21202,Sherin,2,2013
21203,Sherin,6,2014
21204,Sherin,2,2017
21205,Sherin,2,2018
21206,Shiloh,2,2020
21207,Shirin,6,2012
21208,Shirin,8,2013
21209,Shirin,11,2014
21210,Shirin,7,2016
21211,Shirin,2,2017
21212,Shirin,4,2018
21213,Shirin,8,2019
21214,Shirin,8,2020
21215,Shirin,3,2021
21216,Shirin,4,2022
21217,Shirley,2,2015
21218,Shivaan,2,2021
21219,Shoshana,2,2017
21220,Shuhratbekovič,2,2016
21221,Siara,2,2019
21222,Sibel,3,2012
21223,Sibel,3,2014
21224,Sibel,6,2015
21225,Sibel,2,2019
21226,Sibel,2,2021
21227,Sibel,2,2022
21228,Sibeldzhanova,2,2016
21229,Sibylle,2,2013
21230,Sidar,2,2013
21231,Sidar,4,2015
21232,Sidelya,2,2013
21233,Sidney,3,2012
21234,Sidney,3,2014
21235,Sidney,2,2015
21236,Sidney,2,2016
21237,Sidney,2,2017
21238,Sidra,2,2016
21239,Sidra,6,2017
21240,Sidra,4,2019
21241,Sidra,8,2020
21242,Sidra,4,2021
21243,Sidra,6,2022
21244,Siegfried,10,2012
21245,Siegfried,3,2013
21246,Siegfried,5,2014
21247,Siegfried,8,2015
21248,Siegfried,11,2016
21249,Siegfried,5,2017
21250,Siegfried,5,2018
21251,Siegfried,9,2019
21252,Siegfried,2,2020
21253,Siegfried,4,2022
21254,Siena,2,2016
21255,Siena,2,2022
21256,Sienna,4,2012
21257,Sienna,2,2016
21258,Sienna,3,2017
21259,Sienna,2,2018
21260,Sienna,5,2021
21261,Sigrid,2,2013
21262,Sigrid,2,2017
21263,Siham,2,2014
21264,Siham,2,2016
21265,Sila,3,2013
21266,Sila,7,2014
21267,Sila,5,2015
21268,Sila,3,2016
21269,Sila,13,2018
21270,Sila,5,2019
21271,Sila,8,2020
21272,Sila,4,2021
21273,Sila,10,2022
21274,Silas,20,2012
21275,Silas,10,2013
21276,Silas,11,2014
21277,Silas,20,2015
21278,Silas,10,2016
21279,Silas,16,2017
21280,Silas,18,2018
21281,Silas,6,2019
21282,Silas,10,2020
21283,Silas,15,2021
21284,Silas,14,2022
21285,Silias,2,2012
21286,Silin,2,2018
21287,Silin,2,2021
21288,Silin,2,2022
21289,Silina,2,2021
21290,Silja,2,2012
21291,Silke,2,2021
21292,Silvan,3,2012
21293,Silvan,2,2020
21294,Silvana,2,2013
21295,Silvana,2,2016
21296,Silvester,2,2014
21297,Silvia,2,2012
21298,Silvia,10,2013
21299,Silvia,7,2014
21300,Silvia,10,2015
21301,Silvia,2,2016
21302,Silvia,2,2017
21303,Silvia,2,2019
21304,Silvia,3,2020
21305,Silvia,2,2021
21306,Silvia,6,2022
21307,Silvio,2,2013
21308,Sima,2,2019
21309,Simay,9,2012
21310,Simay,6,2014
21311,Simay,4,2016
21312,Simay,2,2019
21313,Simay,2,2021
21314,Simay,2,2022
21315,Simeon,4,2012
21316,Simeon,2,2013
21317,Simeon,4,2014
21318,Simeon,3,2015
21319,Simeon,3,2016
21320,Simeon,2,2017
21321,Simeon,3,2019
21322,Simeon,2,2022
21323,Simeonov,2,2020
21324,Simeonov,2,2022
21325,Simon,77,2012
21326,Simon,90,2013
21327,Simon,87,2014
21328,Simon,91,2015
21329,Simon,97,2016
21330,Simon,65,2017
21331,Simon,77,2018
21332,Simon,68,2019
21333,Simon,60,2020
21334,Simon,53,2021
21335,Simon,32,2022
21336,Simona,2,2012
21337,Simona,2,2013
21338,Simone,7,2013
21339,Simone,4,2014
21340,Simone,2,2015
21341,Simone,2,2019
21342,Simone,4,2021
21343,Simão,2,2014
21344,Simón,4,2015
21345,Sina,22,2012
21346,Sina,10,2013
21347,Sina,10,2014
21348,Sina,6,2015
21349,Sina,17,2016
21350,Sina,8,2017
21351,Sina,4,2018
21352,Sina,2,2019
21353,Sina,2,2020
21354,Sina,2,2021
21355,Sina,4,2022
21356,Sinan,5,2012
21357,Sinan,6,2013
21358,Sinan,9,2014
21359,Sinan,2,2015
21360,Sinan,9,2016
21361,Sinan,3,2017
21362,Sinan,4,2018
21363,Sinan,6,2019
21364,Sinan,5,2020
21365,Sinan,2,2021
21366,Sinan,2,2022
21367,Sinem,5,2012
21368,Sinem,2,2013
21369,Sinem,3,2014
21370,Sinem,2,2017
21371,Sinem,2,2019
21372,Sinem,2,2022
21373,Singh,5,2013
21374,Singh,6,2014
21375,Singh,2,2016
21376,Singh,2,2018
21377,Singh,2,2019
21378,Singh,4,2020
21379,Singh,7,2022
21380,Sinja,4,2012
21381,Sinje,2,2016
21382,Sipan,2,2020
21383,Sira,2,2021
21384,Sirac,2,2014
21385,Sirac,2,2015
21386,Sirac,2,2018
21387,Siraç,2,2012
21388,Siri,2,2012
21389,Siri,2,2013
21390,Sirin,2,2013
21391,Sirin,2,2016
21392,Sirin,2,2018
21393,Sirin,2,2019
21394,Sirius,2,2012
21395,Sissi,2,2016
21396,Skadi,2,2013
21397,Skadi,3,2016
21398,Skadi,4,2017
21399,Skadi,11,2018
21400,Skadi,8,2019
21401,Skadi,6,2020
21402,Skadi,7,2021
21403,Skadi,4,2022
21404,Sky,5,2013
21405,Sky,4,2014
21406,Sky,2,2015
21407,Sky,4,2016
21408,Sky,2,2020
21409,Sky,2,2022
21410,Skye,2,2022
21411,Skyla,3,2013
21412,Skyla,2,2022
21413,Skylar,3,2017
21414,Skylar,2,2018
21415,Skylar,2,2022
21416,Skyler,2,2016
21417,Slavova,2,2020
21418,Slavova,2,2022
21419,Smilla,11,2012
21420,Smilla,6,2013
21421,Smilla,13,2014
21422,Smilla,14,2015
21423,Smilla,8,2016
21424,Smilla,11,2017
21425,Smilla,17,2018
21426,Smilla,17,2019
21427,Smilla,10,2020
21428,Smilla,6,2021
21429,Smilla,16,2022
21430,Snezana,3,2015
21431,Snezhanova,2,2021
21432,Sobhan,2,2021
21433,Sobhi,2,2015
21434,Socorro,2,2017
21435,Soey,2,2012
21436,Soey,2,2014
21437,Soey,2,2015
21438,Soey,4,2016
21439,Soey,2,2017
21440,Soey,2,2019
21441,Sofi,4,2012
21442,Sofi,2,2015
21443,Sofi,2,2021
21444,Sofia,75,2012
21445,Sofia,90,2013
21446,Sofia,106,2014
21447,Sofia,108,2015
21448,Sofia,113,2016
21449,Sofia,108,2017
21450,Sofia,111,2018
21451,Sofia,115,2019
21452,Sofia,119,2020
21453,Sofia,97,2021
21454,Sofia,130,2022
21455,Sofian,2,2014
21456,Sofie,61,2012
21457,Sofie,35,2013
21458,Sofie,41,2014
21459,Sofie,50,2015
21460,Sofie,46,2016
21461,Sofie,26,2017
21462,Sofie,32,2018
21463,Sofie,26,2019
21464,Sofie,30,2020
21465,Sofie,17,2021
21466,Sofie,22,2022
21467,Sofija,2,2012
21468,Sofija,2,2016
21469,Sofija,3,2019
21470,Sofija,3,2022
21471,Sofyan,2,2014
21472,Sofyan,2,2019
21473,Sofía,2,2012
21474,Sofía,7,2015
21475,Sofía,2,2016
21476,Sofía,4,2020
21477,Sofía,2,2021
21478,Sofía,2,2022
21479,Soha,2,2014
21480,Soheil,2,2018
21481,Sol,4,2015
21482,Sol,2,2016
21483,Sol,6,2019
21484,Sol,2,2020
21485,Sol,2,2022
21486,Solea,5,2018
21487,Solea,2,2021
21488,Soleil,4,2013
21489,Soleil,2,2018
21490,Soleil,5,2021
21491,Soleyman,2,2020
21492,Solomon,4,2012
21493,Solomon,5,2013
21494,Solomon,2,2017
21495,Solomon,3,2018
21496,Solomon,4,2019
21497,Solomon,2,2020
21498,Solomon,2,2022
21499,Solveig,2,2012
21500,Solveig,2,2013
21501,Solveig,2,2014
21502,Solveig,7,2015
21503,Solveig,2,2022
21504,Solveigh,2,2014
21505,Son,2,2015
21506,Son,2,2020
21507,Sonia,2,2012
21508,Sonia,2,2014
21509,Sonia,3,2015
21510,Sonia,2,2018
21511,Sonja,11,2012
21512,Sonja,8,2013
21513,Sonja,2,2014
21514,Sonja,5,2015
21515,Sonja,14,2016
21516,Sonja,11,2017
21517,Sonja,8,2018
21518,Sonja,4,2019
21519,Sonja,4,2020
21520,Sonja,6,2021
21521,Sonja,6,2022
21522,Sophia,248,2012
21523,Sophia,275,2013
21524,Sophia,306,2014
21525,Sophia,271,2015
21526,Sophia,290,2016
21527,Sophia,264,2017
21528,Sophia,245,2018
21529,Sophia,216,2019
21530,Sophia,221,2020
21531,Sophia,205,2021
21532,Sophia,199,2022
21533,Sophie,719,2012
21534,Sophie,672,2013
21535,Sophie,715,2014
21536,Sophie,682,2015
21537,Sophie,649,2016
21538,Sophie,559,2017
21539,Sophie,538,2018
21540,Sophie,547,2019
21541,Sophie,467,2020
21542,Sophie,460,2021
21543,Sophie,388,2022
21544,Sophie-charlotte,2,2016
21545,Sophie-marie,3,2014
21546,Sophie-marie,2,2015
21547,Sophy,2,2017
21548,Sora,2,2017
21549,Soraya,2,2012
21550,Soraya,11,2013
21551,Soraya,6,2014
21552,Soraya,5,2015
21553,Soraya,2,2016
21554,Soraya,4,2017
21555,Soraya,6,2018
21556,Soraya,2,2019
21557,Soraya,2,2020
21558,Soraya,4,2021
21559,Sorin,2,2013
21560,Souad,2,2019
21561,Soufian,2,2021
21562,Spencer,2,2012
21563,Stacy,5,2013
21564,Stanislav,2,2012
21565,Stanislavova,2,2018
21566,Stanislavova,2,2019
21567,Stanisław,3,2018
21568,Stanley,2,2013
21569,Stanley,2,2014
21570,Stanley,2,2016
21571,Stanley,2,2017
21572,Stanley,2,2018
21573,Stefan,31,2012
21574,Stefan,25,2013
21575,Stefan,22,2014
21576,Stefan,32,2015
21577,Stefan,29,2016
21578,Stefan,28,2017
21579,Stefan,21,2018
21580,Stefan,20,2019
21581,Stefan,23,2020
21582,Stefan,24,2021
21583,Stefan,19,2022
21584,Stefania,2,2013
21585,Stefania,3,2015
21586,Stefania,4,2016
21587,Stefania,4,2017
21588,Stefania,2,2018
21589,Stefania,2,2019
21590,Stefania,4,2020
21591,Stefania,2,2021
21592,Stefania,2,2022
21593,Stefanie,10,2012
21594,Stefanie,4,2013
21595,Stefanie,2,2014
21596,Stefanie,6,2015
21597,Stefanie,2,2016
21598,Stefanie,2,2017
21599,Stefanie,3,2018
21600,Stefanie,2,2021
21601,Stefanos,2,2017
21602,Stefanov,2,2017
21603,Stefanov,3,2021
21604,Stefanov,2,2022
21605,Stefanova,2,2013
21606,Stefanova,2,2016
21607,Steffen,10,2012
21608,Steffen,8,2014
21609,Steffen,3,2015
21610,Steffen,11,2016
21611,Steffen,2,2017
21612,Steffen,4,2019
21613,Steffen,2,2021
21614,Steffi,4,2014
21615,Stefka,2,2013
21616,Stella,52,2012
21617,Stella,66,2013
21618,Stella,53,2014
21619,Stella,48,2015
21620,Stella,75,2016
21621,Stella,50,2017
21622,Stella,48,2018
21623,Stella,52,2019
21624,Stella,55,2020
21625,Stella,47,2021
21626,Stella,37,2022
21627,Stellan,2,2013
21628,Stellan,2,2017
21629,Stellan,2,2020
21630,Stephan,13,2012
21631,Stephan,4,2013
21632,Stephan,6,2014
21633,Stephan,19,2015
21634,Stephan,11,2016
21635,Stephan,6,2017
21636,Stephan,10,2018
21637,Stephan,7,2019
21638,Stephan,6,2020
21639,Stephan,13,2021
21640,Stephan,4,2022
21641,Stephanie,4,2012
21642,Stephanie,2,2013
21643,Stephanie,5,2014
21644,Stephanie,10,2015
21645,Stephanie,2,2016
21646,Stephanie,2,2022
21647,Stephen,2,2012
21648,Stephen,2,2022
21649,Steve,4,2012
21650,Steve,4,2013
21651,Steve,4,2014
21652,Steve,5,2015
21653,Steven,14,2012
21654,Steven,10,2013
21655,Steven,12,2014
21656,Steven,5,2015
21657,Steven,2,2016
21658,Steven,4,2017
21659,Steven,12,2018
21660,Steven,2,2019
21661,Steven,3,2020
21662,Steven,2,2021
21663,Steven,2,2022
21664,Stina,3,2012
21665,Stine,4,2012
21666,Stine,6,2013
21667,Stine,2,2014
21668,Stine,2,2016
21669,Stine,2,2021
21670,Stoyan,2,2019
21671,Su,26,2012
21672,Su,25,2013
21673,Su,26,2014
21674,Su,21,2015
21675,Su,24,2016
21676,Su,31,2017
21677,Su,33,2018
21678,Su,34,2019
21679,Su,17,2020
21680,Su,15,2021
21681,Su,10,2022
21682,Subhi,2,2017
21683,Sude,6,2012
21684,Sude,4,2013
21685,Sude,4,2014
21686,Sude,4,2016
21687,Sudenaz,7,2012
21688,Sudenaz,2,2014
21689,Sue,4,2014
21690,Sue,2,2015
21691,Sue,4,2016
21692,Sue,4,2017
21693,Sue,2,2019
21694,Sue,2,2020
21695,Sueda,2,2014
21696,Suela,2,2012
21697,Suela,2,2013
21698,Sufyan,2,2018
21699,Sufyan,2,2022
21700,Sulaiman,2,2016
21701,Sulejman,2,2014
21702,Suleyman,2,2016
21703,Sultan,3,2012
21704,Sultan,9,2013
21705,Sultan,4,2014
21706,Sultan,8,2015
21707,Sultan,10,2016
21708,Sultan,5,2017
21709,Sultan,5,2018
21710,Sultan,3,2019
21711,Sultan,2,2020
21712,Sultan,6,2021
21713,Sultan,2,2022
21714,Sumaja,2,2012
21715,Sumaya,2,2014
21716,Sumaya,2,2015
21717,Sumaya,2,2016
21718,Sumaya,2,2017
21719,Sumayyah,3,2021
21720,Sumi,2,2013
21721,Sumi,2,2014
21722,Summer,17,2012
21723,Summer,10,2013
21724,Summer,21,2014
21725,Summer,13,2015
21726,Summer,13,2016
21727,Summer,4,2017
21728,Summer,2,2022
21729,Suna,4,2014
21730,Suna,2,2015
21731,Suna,2,2016
21732,Suna,2,2017
21733,Suna,2,2019
21734,Suna,2,2022
21735,Sundus,2,2016
21736,Sunna,2,2015
21737,Sunniva,2,2014
21738,Sunny,2,2014
21739,Sunny,2,2015
21740,Sunny,7,2016
21741,Sunny,3,2017
21742,Sunny,3,2019
21743,Sunny,2,2020
21744,Sunny,2,2021
21745,Sunshine,2,2016
21746,Sura,2,2016
21747,Sura,2,2019
21748,Sura,2,2021
21749,Sura,2,2022
21750,Suraya,2,2017
21751,Suri,3,2017
21752,Suri,2,2020
21753,Susan,2,2012
21754,Susan,2,2013
21755,Susann,2,2012
21756,Susann,2,2015
21757,Susann,2,2020
21758,Susann,3,2021
21759,Susanna,2,2012
21760,Susanna,2,2013
21761,Susanna,2,2014
21762,Susanna,11,2016
21763,Susanna,2,2018
21764,Susanna,2,2020
21765,Susanne,4,2012
21766,Susanne,15,2013
21767,Susanne,6,2014
21768,Susanne,6,2015
21769,Susanne,8,2016
21770,Susanne,2,2017
21771,Susanne,12,2018
21772,Susanne,6,2019
21773,Susanne,2,2020
21774,Susanne,2,2021
21775,Susanne,4,2022
21776,Suvi,2,2013
21777,Suvi,2,2018
21778,Suzan,2,2020
21779,Suzana,2,2012
21780,Suzanne,2,2013
21781,Suzanne,3,2016
21782,Suzanne,2,2018
21783,Suzanov,2,2017
21784,Suzi,2,2017
21785,Svea,10,2012
21786,Svea,16,2013
21787,Svea,17,2014
21788,Svea,8,2015
21789,Svea,15,2016
21790,Svea,4,2017
21791,Svea,8,2018
21792,Svea,2,2019
21793,Svea,11,2020
21794,Svea,11,2021
21795,Sven,13,2012
21796,Sven,19,2013
21797,Sven,21,2014
21798,Sven,12,2015
21799,Sven,10,2016
21800,Sven,5,2017
21801,Sven,17,2018
21802,Sven,14,2019
21803,Sven,7,2020
21804,Sven,7,2021
21805,Sven,6,2022
21806,Svenja,7,2012
21807,Svenja,4,2013
21808,Svenja,4,2015
21809,Svenja,2,2016
21810,Sverre,2,2014
21811,Svetlana,2,2022
21812,Svetlanova,2,2021
21813,Swanhild,2,2015
21814,Swea,2,2020
21815,Sybille,2,2015
21816,Sydney,4,2012
21817,Sydney,2,2013
21818,Sydney,2,2018
21819,Sydney,2,2022
21820,Syed,2,2019
21821,Syeda,2,2016
21822,Syeda,2,2022
21823,Sylvester,2,2013
21824,Sylvester,2,2015
21825,Sylvester,2,2017
21826,Sylvia,5,2012
21827,Sylvia,2,2013
21828,Sylvia,3,2014
21829,Sylvia,4,2015
21830,Sylvia,6,2016
21831,Sylvia,4,2017
21832,Sylvia,2,2018
21833,Sylvia,2,2019
21834,Sylvia,2,2020
21835,Sylvia,2,2022
21836,Sylvie,2,2013
21837,Sylwester,2,2014
21838,Szymon,5,2016
21839,Sélina,2,2012
21840,Sóley,2,2019
21841,Sören,4,2016
21842,Süleyman,2,2012
21843,Süleyman,3,2013
21844,Süleyman,5,2014
21845,Süleyman,2,2015
21846,Süleyman,2,2016
21847,Süleyman,2,2017
21848,Süleyman,2,2018
21849,Süleyman,2,2019
21850,Süleyman,2,2021
21851,Sümeyra,4,2013
21852,Sümeyra,2,2015
21853,Sümeyye,2,2013
21854,Sümeyye,2,2014
21855,Sümeyye,3,2019
21856,Sıla,6,2012
21857,Sıla,4,2013
21858,Sıla,2,2014
21859,Sıla,2,2015
21860,Sıla,2,2016
21861,Sıla,2,2019
21862,Sırac,2,2012
21863,Sıraç,4,2012
21864,Sıraç,2,2017
21865,Sıraç,2,2019
21866,Sỏn,2,2015
21867,Taavi,7,2015
21868,Taavi,6,2016
21869,Taavi,6,2018
21870,Taavi,13,2019
21871,Taavi,5,2020
21872,Taavi,9,2021
21873,Taavi,9,2022
21874,Tabea,24,2012
21875,Tabea,17,2013
21876,Tabea,28,2014
21877,Tabea,16,2015
21878,Tabea,19,2016
21879,Tabea,13,2017
21880,Tabea,7,2018
21881,Tabea,4,2019
21882,Tabea,7,2020
21883,Tabea,11,2021
21884,Tabea,2,2022
21885,Tadeo,3,2013
21886,Tadeo,2,2014
21887,Tadeo,2,2017
21888,Tadeo,2,2019
21889,Tadeus,2,2013
21890,Tadeusz,2,2012
21891,Tadeusz,2,2013
21892,Tadeusz,2,2021
21893,Taha,17,2012
21894,Taha,21,2013
21895,Taha,19,2014
21896,Taha,21,2015
21897,Taha,20,2016
21898,Taha,27,2017
21899,Taha,14,2018
21900,Taha,10,2019
21901,Taha,18,2020
21902,Taha,14,2021
21903,Taha,13,2022
21904,Tahir,2,2013
21905,Tahir,7,2014
21906,Tahir,2,2015
21907,Tahir,7,2018
21908,Tahir,5,2019
21909,Tahir,8,2020
21910,Tahir,6,2022
21911,Tahsin,2,2015
21912,Tai,2,2015
21913,Taim,2,2013
21914,Taim,3,2015
21915,Taim,8,2016
21916,Taim,4,2017
21917,Taim,11,2018
21918,Taim,8,2019
21919,Taim,5,2020
21920,Taim,16,2021
21921,Taim,6,2022
21922,Taio,2,2015
21923,Taio,2,2018
21924,Taio,3,2022
21925,Taj,2,2022
21926,Tajra,2,2021
21927,Takeo,2,2012
21928,Takuma,2,2016
21929,Tal,2,2014
21930,Tala,2,2013
21931,Tala,8,2014
21932,Tala,4,2015
21933,Tala,12,2016
21934,Tala,21,2017
21935,Tala,8,2018
21936,Tala,13,2019
21937,Tala,16,2020
21938,Tala,9,2021
21939,Tala,10,2022
21940,Talal,2,2021
21941,Talat,2,2022
21942,Talea,2,2012
21943,Talea,3,2015
21944,Talea,2,2016
21945,Talea,2,2021
21946,Talea,2,2022
21947,Taleja,2,2018
21948,Talha,9,2012
21949,Talha,3,2013
21950,Talha,16,2014
21951,Talha,15,2015
21952,Talha,15,2016
21953,Talha,10,2017
21954,Talha,2,2018
21955,Talha,4,2019
21956,Talha,7,2020
21957,Talha,3,2021
21958,Talha,4,2022
21959,Tali,2,2019
21960,Tali,2,2020
21961,Tali,2,2021
21962,Tali,3,2022
21963,Talia,8,2012
21964,Talia,11,2013
21965,Talia,9,2014
21966,Talia,10,2015
21967,Talia,12,2016
21968,Talia,13,2017
21969,Talia,15,2018
21970,Talia,16,2019
21971,Talia,15,2020
21972,Talia,21,2021
21973,Talia,20,2022
21974,Talin,2,2015
21975,Talin,2,2017
21976,Talin,2,2018
21977,Talin,3,2020
21978,Talin,3,2021
21979,Talina,2,2014
21980,Talina,4,2017
21981,Talip,2,2012
21982,Talip,2,2014
21983,Talisa,2,2014
21984,Talisha,2,2012
21985,Talitha,2,2012
21986,Talitha,2,2013
21987,Taliya,2,2015
21988,Talya,4,2014
21989,Talya,3,2015
21990,Talya,2,2016
21991,Talya,2,2018
21992,Talya,6,2019
21993,Talya,4,2020
21994,Talya,2,2021
21995,Tam,2,2018
21996,Tamara,18,2012
21997,Tamara,5,2013
21998,Tamara,18,2014
21999,Tamara,17,2015
22000,Tamara,18,2016
22001,Tamara,13,2017
22002,Tamara,11,2018
22003,Tamara,4,2019
22004,Tamara,5,2020
22005,Tamara,10,2021
22006,Tamara,4,2022
22007,Tamer,2,2014
22008,Tamer,2,2015
22009,Tamer,2,2018
22010,Tamerlan,2,2016
22011,Tamia,2,2013
22012,Tamia,4,2014
22013,Tamia,4,2016
22014,Tamim,2,2013
22015,Tamim,2,2015
22016,Tamim,2,2016
22017,Tamim,2,2020
22018,Tamim,2,2021
22019,Tamina,6,2012
22020,Tamina,7,2013
22021,Tamina,8,2014
22022,Tamina,9,2015
22023,Tamina,3,2016
22024,Tamina,4,2017
22025,Tamina,6,2018
22026,Tamina,4,2019
22027,Tamina,3,2021
22028,Tamina,6,2022
22029,Tamino,17,2012
22030,Tamino,4,2013
22031,Tamino,9,2014
22032,Tamino,8,2015
22033,Tamino,12,2016
22034,Tamino,6,2017
22035,Tamino,7,2018
22036,Tamino,2,2019
22037,Tamino,6,2020
22038,Tamino,3,2021
22039,Tamino,4,2022
22040,Tamir,2,2015
22041,Tamira,2,2014
22042,Tamira,2,2015
22043,Tamme,5,2012
22044,Tamme,7,2013
22045,Tamme,2,2014
22046,Tamme,2,2016
22047,Tamme,2,2017
22048,Tammo,2,2012
22049,Tammo,7,2013
22050,Tammo,2,2014
22051,Tammo,2,2015
22052,Tammo,6,2016
22053,Tammo,2,2017
22054,Tammo,7,2018
22055,Tammo,2,2019
22056,Tammo,3,2020
22057,Tammo,5,2021
22058,Tammo,10,2022
22059,Tammy,2,2019
22060,Tamo,2,2013
22061,Tamo,4,2014
22062,Tamo,2,2020
22063,Tamo,4,2021
22064,Tamo,6,2022
22065,Tan,2,2013
22066,Tan,2,2016
22067,Tanem,2,2012
22068,Tanem,3,2013
22069,Tanem,2,2014
22070,Tanem,4,2016
22071,Taner,2,2013
22072,Tania,2,2015
22073,Tanja,2,2012
22074,Tanja,3,2013
22075,Tanja,2,2016
22076,Tanja,2,2017
22077,Tanja,3,2018
22078,Tanja,2,2022
22079,Tanya,2,2019
22080,Tao,2,2021
22081,Tara,20,2012
22082,Tara,9,2013
22083,Tara,14,2014
22084,Tara,18,2015
22085,Tara,5,2016
22086,Tara,13,2017
22087,Tara,8,2018
