,vorname,anzahl,geschlecht,jahr,bezirk
58594,Flora,2,w,2017,friedrichshain-kreuzberg
260424,Flora,4,w,2019,spandau
257164,Flora,5,w,2018,spandau
17084,Flora,7,w,2017,charlottenburg-wilmersdorf
22290,Flora,2,w,2018,charlottenburg-wilmersdorf
29798,Flora,11,w,2020,charlottenburg-wilmersdorf
295652,Flora,4,w,2015,tempelhof-schoeneberg
337049,Flora,2,w,2018,treptow-koepenick
277214,Flora,2,w,2016,steglitz-zehlendorf
96124,Flora,2,w,2018,lichtenberg
316334,Flora,5,w,2020,tempelhof-schoeneberg
215512,Flora,3,w,2019,pankow
6781,Flora,6,w,2014,charlottenburg-wilmersdorf
254008,Flora,7,w,2017,spandau
26288,Flora,2,w,2019,charlottenburg-wilmersdorf
186050,Flora,2,w,2019,neukoelln
66891,Flora,3,w,2019,friedrichshain-kreuzberg
38665,Flora,3,w,2022,charlottenburg-wilmersdorf
130788,Flora,3,w,2015,mitte
157277,Flora,3,w,2021,mitte
91022,Flora,4,w,2016,lichtenberg
240158,Flora,2,w,2021,reinickendorf
339861,Flora,2,w,2020,treptow-koepenick
342525,Flora,3,w,2022,treptow-koepenick
188653,Flora,3,w,2020,neukoelln
87028,Flora,3,w,2014,lichtenberg
307257,Flora,5,w,2018,tempelhof-schoeneberg
157784,Flora,2,w,2021,mitte
134421,Flora,3,w,2016,mitte
475,Flora,3,w,2012,charlottenburg-wilmersdorf
270280,Flora,3,w,2022,spandau
33916,Flora,11,w,2021,charlottenburg-wilmersdorf
103598,Flora,3,w,2021,lichtenberg
206093,Flora,10,w,2016,pankow
162378,Flora,2,w,2022,mitte
198869,Flora,6,w,2013,pankow
166733,Flora,2,w,2012,neukoelln
79171,Flora,5,w,2022,friedrichshain-kreuzberg
289402,Flora,2,w,2013,tempelhof-schoeneberg
230561,Flora,2,w,2013,reinickendorf
71305,Flora,2,w,2020,friedrichshain-kreuzberg
303123,Flora,2,w,2017,tempelhof-schoeneberg
138084,Flora,5,w,2017,mitte
196439,Flora,6,w,2012,pankow
201168,Flora,7,w,2014,pankow
75170,Flora,3,w,2021,friedrichshain-kreuzberg
51194,Flora,5,w,2015,friedrichshain-kreuzberg
4031,Flora,2,w,2013,charlottenburg-wilmersdorf
13639,Flora,5,w,2016,charlottenburg-wilmersdorf
209177,Flora,2,w,2017,pankow
226571,Flora,2,w,2022,pankow
302435,Flora,10,w,2017,tempelhof-schoeneberg
98351,Flora,4,w,2019,lichtenberg
174483,Flora,5,w,2015,neukoelln
219018,Flora,3,w,2020,pankow
25916,Flora,4,w,2019,charlottenburg-wilmersdorf
101043,Flora,3,w,2020,lichtenberg
285668,Flora,8,w,2012,tempelhof-schoeneberg
42379,Flora,6,w,2012,friedrichshain-kreuzberg
218944,Flora,3,w,2020,pankow
89059,Flora,3,w,2015,lichtenberg
316530,Flora,3,w,2020,tempelhof-schoeneberg
142974,Flora,3,w,2018,mitte
161538,Flora,7,w,2022,mitte
17671,Flora,2,w,2017,charlottenburg-wilmersdorf
116726,Flora,3,w,2020,marzahn-hellersdorf
134716,Flore,2,w,2016,mitte
199251,Floreana,2,w,2013,pankow
292468,Florence,3,w,2014,tempelhof-schoeneberg
3784,Florence,3,w,2013,charlottenburg-wilmersdorf
91292,Florence,2,w,2016,lichtenberg
222963,Florence,2,w,2021,pankow
67281,Florence,2,w,2019,friedrichshain-kreuzberg
71151,Florence,3,w,2020,friedrichshain-kreuzberg
299516,Florence,2,w,2016,tempelhof-schoeneberg
134718,Florence,2,w,2016,mitte
38591,Florentin,3,m,2022,charlottenburg-wilmersdorf
299557,Florentin,2,m,2016,tempelhof-schoeneberg
98671,Florentin,2,m,2019,lichtenberg
296108,Florentin,2,m,2015,tempelhof-schoeneberg
10715,Florentin,2,m,2015,charlottenburg-wilmersdorf
201602,Florentin,2,m,2014,pankow
30728,Florentin,2,m,2020,charlottenburg-wilmersdorf
326569,Florentin,2,m,2022,tempelhof-schoeneberg
283191,Florentin,2,m,2021,steglitz-zehlendorf
199244,Florentin,2,m,2013,pankow
322040,Florentin,2,m,2021,tempelhof-schoeneberg
14139,Florentin,2,m,2016,charlottenburg-wilmersdorf
83492,Florentin,2,m,2012,lichtenberg
316871,Florentin,2,m,2020,tempelhof-schoeneberg
22303,Florentin,2,m,2018,charlottenburg-wilmersdorf
3785,Florentina,3,w,2013,charlottenburg-wilmersdorf
215964,Florentina,2,w,2019,pankow
30446,Florentina,2,w,2020,charlottenburg-wilmersdorf
91294,Florentina,2,w,2016,lichtenberg
182760,Florentina,4,w,2018,neukoelln
219405,Florentina,2,w,2020,pankow
303125,Florentina,2,w,2017,tempelhof-schoeneberg
330461,Florentina,2,w,2012,treptow-koepenick
26012,Florentina,3,w,2019,charlottenburg-wilmersdorf
244805,Florentina,2,w,2013,spandau
131097,Florentina,2,w,2015,mitte
166735,Florentina,2,w,2012,neukoelln
17472,Florentina,3,w,2017,charlottenburg-wilmersdorf
212401,Florentina,2,w,2018,pankow
285986,Florentina,3,w,2012,tempelhof-schoeneberg
22292,Florentina,2,w,2018,charlottenburg-wilmersdorf
10678,Florentina,2,w,2015,charlottenburg-wilmersdorf
307774,Florentina,2,w,2018,tempelhof-schoeneberg
111084,Florentina,3,w,2015,marzahn-hellersdorf
751,Florentina,2,w,2012,charlottenburg-wilmersdorf
275203,Florentine,4,w,2014,steglitz-zehlendorf
42477,Florentine,4,w,2012,friedrichshain-kreuzberg
83123,Florentine,7,w,2012,lichtenberg
39086,Florentine,2,w,2022,charlottenburg-wilmersdorf
288845,Florentine,7,w,2013,tempelhof-schoeneberg
201605,Florentine,2,w,2014,pankow
34163,Florentine,5,w,2021,charlottenburg-wilmersdorf
257484,Florentine,2,w,2018,spandau
226091,Florentine,4,w,2022,pankow
316531,Florentine,3,w,2020,tempelhof-schoeneberg
38795,Florentine,2,w,2022,charlottenburg-wilmersdorf
222403,Florentine,4,w,2021,pankow
153010,Florentine,2,w,2020,mitte
127442,Florentine,2,w,2014,mitte
335547,Florentine,2,w,2017,treptow-koepenick
332360,Florentine,3,w,2014,treptow-koepenick
21787,Florentine,3,w,2018,charlottenburg-wilmersdorf
62484,Florentine,3,w,2018,friedrichshain-kreuzberg
87029,Florentine,3,w,2014,lichtenberg
292730,Florentine,2,w,2014,tempelhof-schoeneberg
101045,Florentine,3,w,2020,lichtenberg
212257,Florentine,3,w,2018,pankow
246758,Florentine,4,w,2014,spandau
312032,Florentine,3,w,2019,tempelhof-schoeneberg
51267,Florentine,4,w,2015,friedrichshain-kreuzberg
17673,Florentine,2,w,2017,charlottenburg-wilmersdorf
274283,Florentine,4,w,2013,steglitz-zehlendorf
169052,Florentine,4,w,2013,neukoelln
6652,Florentine,12,w,2014,charlottenburg-wilmersdorf
753,Florentine,2,w,2012,charlottenburg-wilmersdorf
143142,Florentine,2,w,2018,mitte
198816,Florentine,8,w,2013,pankow
219019,Florentine,3,w,2020,pankow
302815,Florentine,3,w,2017,tempelhof-schoeneberg
307776,Florentine,2,w,2018,tempelhof-schoeneberg
219172,Florentine,2,w,2020,pankow
98439,Florentine,3,w,2019,lichtenberg
142976,Florentine,3,w,2018,mitte
295492,Florentine,7,w,2015,tempelhof-schoeneberg
177377,Florentine,3,w,2016,neukoelln
331394,Florentine,3,w,2013,treptow-koepenick
215966,Florentine,2,w,2019,pankow
174844,Florentine,2,w,2015,neukoelln
230563,Florentine,2,w,2013,reinickendorf
260883,Florentine,2,w,2019,spandau
13503,Florentine,9,w,2016,charlottenburg-wilmersdorf
134310,Florentine,4,w,2016,mitte
62691,Florentine,2,w,2018,friedrichshain-kreuzberg
162379,Florentine,2,w,2022,mitte
54217,Florentine,12,w,2016,friedrichshain-kreuzberg
26536,Florentine,2,w,2019,charlottenburg-wilmersdorf
123613,Florentine,4,w,2013,mitte
30198,Florentine,3,w,2020,charlottenburg-wilmersdorf
281849,Florentine,3,w,2020,steglitz-zehlendorf
91296,Florentine,2,w,2016,lichtenberg
85220,Florentine,2,w,2013,lichtenberg
299007,Florentine,5,w,2016,tempelhof-schoeneberg
130605,Florentine,5,w,2015,mitte
67283,Florentine,2,w,2019,friedrichshain-kreuzberg
206124,Florentine,8,w,2016,pankow
26290,Florentine,2,w,2019,charlottenburg-wilmersdorf
106070,Florentine,2,w,2022,lichtenberg
273314,Florentine,3,w,2012,steglitz-zehlendorf
17894,Florentine,2,w,2017,charlottenburg-wilmersdorf
58367,Florentine,2,w,2017,friedrichshain-kreuzberg
89060,Florentine,3,w,2015,lichtenberg
166538,Florentine,3,w,2012,neukoelln
211988,Florentine,5,w,2018,pankow
249441,Florentine,2,w,2015,spandau
251584,Florentine,4,w,2016,spandau
10157,Florentine,7,w,2015,charlottenburg-wilmersdorf
108418,Florentine,2,w,2012,marzahn-hellersdorf
3470,Florentine,9,w,2013,charlottenburg-wilmersdorf
120067,Florentine,4,w,2012,mitte
215411,Florentine,4,w,2019,pankow
48494,Florentine,2,w,2014,friedrichshain-kreuzberg
244527,Florentine,4,w,2013,spandau
196472,Florentine,5,w,2012,pankow
148288,Florentine,2,w,2019,mitte
138134,Florentine,4,w,2017,mitte
21716,Florentine,4,w,2018,charlottenburg-wilmersdorf
203640,Florentine,5,w,2015,pankow
285860,Florentine,4,w,2012,tempelhof-schoeneberg
83042,Florian,14,m,2012,lichtenberg
302845,Florian,3,m,2017,tempelhof-schoeneberg
30037,Florian,5,m,2020,charlottenburg-wilmersdorf
307839,Florian,2,m,2018,tempelhof-schoeneberg
93390,Florian,2,m,2017,lichtenberg
116826,Florian,2,m,2020,marzahn-hellersdorf
219412,Florian,2,m,2020,pankow
257551,Florian,2,m,2018,spandau
229430,Florian,2,m,2012,reinickendorf
48062,Florian,6,m,2014,friedrichshain-kreuzberg
57824,Florian,7,m,2017,friedrichshain-kreuzberg
22305,Florian,2,m,2018,charlottenburg-wilmersdorf
298973,Florian,6,m,2016,tempelhof-schoeneberg
203452,Florian,15,m,2015,pankow
270327,Florian,3,m,2022,spandau
26213,Florian,2,m,2019,charlottenburg-wilmersdorf
157669,Florian,2,m,2021,mitte
257238,Florian,4,m,2018,spandau
196252,Florian,19,m,2012,pankow
242082,Florian,10,m,2012,spandau
292102,Florian,11,m,2014,tempelhof-schoeneberg
302456,Florian,9,m,2017,tempelhof-schoeneberg
169191,Florian,3,m,2013,neukoelln
188582,Florian,4,m,2020,neukoelln
174422,Florian,7,m,2015,neukoelln
51168,Florian,6,m,2015,friedrichshain-kreuzberg
233000,Florian,4,m,2015,reinickendorf
171672,Florian,7,m,2014,neukoelln
143419,Florian,2,m,2018,mitte
38966,Florian,2,m,2022,charlottenburg-wilmersdorf
84807,Florian,16,m,2013,lichtenberg
152842,Florian,2,m,2020,mitte
75508,Florian,2,m,2021,friedrichshain-kreuzberg
330398,Florian,3,m,2012,treptow-koepenick
98262,Florian,6,m,2019,lichtenberg
206016,Florian,16,m,2016,pankow
157418,Florian,3,m,2021,mitte
311819,Florian,5,m,2019,tempelhof-schoeneberg
17718,Florian,2,m,2017,charlottenburg-wilmersdorf
246639,Florian,8,m,2014,spandau
98546,Florian,2,m,2019,lichtenberg
222567,Florian,3,m,2021,pankow
6681,Florian,10,m,2014,charlottenburg-wilmersdorf
335406,Florian,5,m,2017,treptow-koepenick
215696,Florian,2,m,2019,pankow
191603,Florian,2,m,2021,neukoelln
45165,Florian,7,m,2013,friedrichshain-kreuzberg
126849,Florian,10,m,2014,mitte
3528,Florian,7,m,2013,charlottenburg-wilmersdorf
130418,Florian,13,m,2015,mitte
211850,Florian,9,m,2018,pankow
113150,Florian,3,m,2017,marzahn-hellersdorf
288705,Florian,17,m,2013,tempelhof-schoeneberg
93297,Florian,3,m,2017,lichtenberg
185763,Florian,3,m,2019,neukoelln
111009,Florian,6,m,2015,marzahn-hellersdorf
123406,Florian,11,m,2013,mitte
71146,Florian,3,m,2020,friedrichshain-kreuzberg
321121,Florian,5,m,2021,tempelhof-schoeneberg
260435,Florian,4,m,2019,spandau
244340,Florian,14,m,2013,spandau
254297,Florian,3,m,2017,spandau
215296,Florian,6,m,2019,pankow
109188,Florian,6,m,2013,marzahn-hellersdorf
166286,Florian,9,m,2012,neukoelln
212189,Florian,3,m,2018,pankow
326338,Florian,3,m,2022,tempelhof-schoeneberg
316195,Florian,8,m,2020,tempelhof-schoeneberg
334477,Florian,2,m,2016,treptow-koepenick
285578,Florian,14,m,2012,tempelhof-schoeneberg
316408,Florian,4,m,2020,tempelhof-schoeneberg
86770,Florian,12,m,2014,lichtenberg
249028,Florian,9,m,2015,spandau
215783,Florian,2,m,2019,pankow
234365,Florian,2,m,2016,reinickendorf
138286,Florian,3,m,2017,mitte
201085,Florian,12,m,2014,pankow
30527,Florian,2,m,2020,charlottenburg-wilmersdorf
326216,Florian,3,m,2022,tempelhof-schoeneberg
38709,Florian,3,m,2022,charlottenburg-wilmersdorf
34725,Florian,2,m,2021,charlottenburg-wilmersdorf
75322,Florian,3,m,2021,friedrichshain-kreuzberg
111994,Florian,8,m,2016,marzahn-hellersdorf
54282,Florian,9,m,2016,friedrichshain-kreuzberg
138826,Florian,2,m,2017,mitte
311982,Florian,4,m,2019,tempelhof-schoeneberg
42298,Florian,9,m,2012,friedrichshain-kreuzberg
177636,Florian,2,m,2016,neukoelln
236835,Florian,2,m,2018,reinickendorf
88789,Florian,14,m,2015,lichtenberg
279612,Florian,2,m,2018,steglitz-zehlendorf
230430,Florian,5,m,2013,reinickendorf
342497,Florian,4,m,2022,treptow-koepenick
13491,Florian,10,m,2016,charlottenburg-wilmersdorf
134216,Florian,6,m,2016,mitte
341042,Florian,4,m,2021,treptow-koepenick
274314,Florian,3,m,2013,steglitz-zehlendorf
267039,Florian,3,m,2021,spandau
100953,Florian,4,m,2020,lichtenberg
198691,Florian,17,m,2013,pankow
66537,Florian,7,m,2019,friedrichshain-kreuzberg
95836,Florian,4,m,2018,lichtenberg
152347,Florian,5,m,2020,mitte
17010,Florian,10,m,2017,charlottenburg-wilmersdorf
105969,Florian,3,m,2022,lichtenberg
307394,Florian,4,m,2018,tempelhof-schoeneberg
339734,Florian,3,m,2020,treptow-koepenick
90871,Florian,10,m,2016,lichtenberg
331311,Florian,6,m,2013,treptow-koepenick
208661,Florian,8,m,2017,pankow
79684,Florian,2,m,2022,friedrichshain-kreuzberg
295410,Florian,11,m,2015,tempelhof-schoeneberg
110136,Florian,4,m,2014,marzahn-hellersdorf
226641,Florian,2,m,2022,pankow
138,Florian,12,m,2012,charlottenburg-wilmersdorf
332271,Florian,7,m,2014,treptow-koepenick
10081,Florian,11,m,2015,charlottenburg-wilmersdorf
119950,Florian,6,m,2012,mitte
118808,Florian,3,m,2022,marzahn-hellersdorf
226059,Florian,4,m,2022,pankow
333488,Florin,2,m,2015,treptow-koepenick
75509,Florin,2,m,2021,friedrichshain-kreuzberg
308067,Florin,2,m,2018,tempelhof-schoeneberg
87215,Florin,2,m,2014,lichtenberg
162226,Florin,2,m,2022,mitte
26547,Florin,2,m,2019,charlottenburg-wilmersdorf
292847,Florin,2,m,2014,tempelhof-schoeneberg
185897,Florin,2,m,2019,neukoelln
249443,Florina,2,w,2015,spandau
14112,Florine,2,w,2016,charlottenburg-wilmersdorf
14141,Floris,2,m,2016,charlottenburg-wilmersdorf
263954,Floris,2,m,2020,spandau
299559,Floris,2,m,2016,tempelhof-schoeneberg
51431,Floris,3,m,2015,friedrichshain-kreuzberg
316873,Floris,2,m,2020,tempelhof-schoeneberg
4116,Floris,2,m,2013,charlottenburg-wilmersdorf
127491,Floyd,2,m,2014,mitte
85312,Floyd,2,m,2013,lichtenberg
39183,Flyn,2,m,2022,charlottenburg-wilmersdorf
58212,Flynn,3,m,2017,friedrichshain-kreuzberg
292535,Flynn,3,m,2014,tempelhof-schoeneberg
204032,Flynn,2,m,2015,pankow
34726,Flynn,2,m,2021,charlottenburg-wilmersdorf
196870,Flynn,2,m,2012,pankow
4118,Flynn,2,m,2013,charlottenburg-wilmersdorf
226642,Flynn,2,m,2022,pankow
296110,Flynn,2,m,2015,tempelhof-schoeneberg
138404,Flynn,3,m,2017,mitte
66951,Flynn,3,m,2019,friedrichshain-kreuzberg
89095,Flynn,3,m,2015,lichtenberg
22307,Flynn,2,m,2018,charlottenburg-wilmersdorf
260906,Flynn,2,m,2019,spandau
331491,Flynn,2,m,2013,treptow-koepenick
334479,Flynn,2,m,2016,treptow-koepenick
45457,Flynn,3,m,2013,friedrichshain-kreuzberg
266964,Flynn,3,m,2021,spandau
91297,Flóki,2,m,2016,lichtenberg
209190,Folke,2,m,2017,pankow
177638,Fox,2,m,2016,neukoelln
326407,Frances,2,w,2022,tempelhof-schoeneberg
299228,Frances,3,w,2016,tempelhof-schoeneberg
134720,Frances,2,w,2016,mitte
203999,Frances,2,w,2015,pankow
10416,Francesca,3,w,2015,charlottenburg-wilmersdorf
22037,Francesca,2,w,2018,charlottenburg-wilmersdorf
249445,Francesca,2,w,2015,spandau
7266,Francesca,2,w,2014,charlottenburg-wilmersdorf
48496,Francesca,2,w,2014,friedrichshain-kreuzberg
34340,Francesca,3,w,2021,charlottenburg-wilmersdorf
157519,Francesca,2,w,2021,mitte
83408,Francesca,2,w,2012,lichtenberg
331457,Francesca,2,w,2013,treptow-koepenick
307986,Francesca,2,w,2018,tempelhof-schoeneberg
17720,Francesco,2,m,2017,charlottenburg-wilmersdorf
289218,Francesco,3,m,2013,tempelhof-schoeneberg
85314,Francesco,2,m,2013,lichtenberg
26043,Francesco,3,m,2019,charlottenburg-wilmersdorf
756,Francesco,2,m,2012,charlottenburg-wilmersdorf
196872,Francesco,2,m,2012,pankow
123654,Francesco,4,m,2013,mitte
54976,Francesco,2,m,2016,friedrichshain-kreuzberg
312644,Francesco,2,m,2019,tempelhof-schoeneberg
204034,Francesco,2,m,2015,pankow
17923,Francesco,2,m,2017,charlottenburg-wilmersdorf
6955,Francesco,4,m,2014,charlottenburg-wilmersdorf
34960,Francesco,2,m,2021,charlottenburg-wilmersdorf
51695,Francesco,2,m,2015,friedrichshain-kreuzberg
230590,Francesco,2,m,2013,reinickendorf
172212,Francesco,2,m,2014,neukoelln
296112,Francesco,2,m,2015,tempelhof-schoeneberg
316673,Francesco,3,m,2020,tempelhof-schoeneberg
148071,Francine,2,w,2019,mitte
254615,Francis,2,m,2017,spandau
152844,Francis,2,m,2020,mitte
58677,Francis,2,m,2017,friedrichshain-kreuzberg
38967,Francis,2,m,2022,charlottenburg-wilmersdorf
196789,Francis,2,w,2012,pankow
142915,Francis,3,m,2018,mitte
134781,Francis,2,m,2016,mitte
289220,Francis,3,m,2013,tempelhof-schoeneberg
206608,Francis,2,m,2016,pankow
316875,Francis,2,m,2020,tempelhof-schoeneberg
34727,Francis,2,m,2021,charlottenburg-wilmersdorf
30331,Francis,3,m,2020,charlottenburg-wilmersdorf
7327,Francis,2,m,2014,charlottenburg-wilmersdorf
131138,Francis,2,m,2015,mitte
303054,Francis,2,m,2017,tempelhof-schoeneberg
71326,Francis,2,m,2020,friedrichshain-kreuzberg
285987,Francis,3,w,2012,tempelhof-schoeneberg
10485,Francis,3,m,2015,charlottenburg-wilmersdorf
79883,Francis,2,m,2022,friedrichshain-kreuzberg
219217,Francis,2,m,2020,pankow
296114,Francis,2,m,2015,tempelhof-schoeneberg
196874,Francis,2,m,2012,pankow
45702,Francis,2,m,2013,friedrichshain-kreuzberg
758,Francisco,2,m,2012,charlottenburg-wilmersdorf
62588,Francisco,3,m,2018,friedrichshain-kreuzberg
138828,Francisco,2,m,2017,mitte
7329,Francisco,2,m,2014,charlottenburg-wilmersdorf
134783,Francisco,2,m,2016,mitte
183151,Franciszek,2,m,2018,neukoelln
162477,Franciszek,2,m,2022,mitte
308069,Franciszek,2,m,2018,tempelhof-schoeneberg
299269,Franciszek,3,m,2016,tempelhof-schoeneberg
267376,Franciszek,2,m,2021,spandau
101285,Franciszek,2,m,2020,lichtenberg
321795,Franciszek,2,m,2021,tempelhof-schoeneberg
54978,Franciszek,2,m,2016,friedrichshain-kreuzberg
249522,Franciszek,2,m,2015,spandau
143421,Franciszek,2,m,2018,mitte
289222,Franciszek,3,m,2013,tempelhof-schoeneberg
147836,Franciszek,3,m,2019,mitte
249447,Franciszka,2,w,2015,spandau
14143,Franco,2,m,2016,charlottenburg-wilmersdorf
103576,Frank,4,m,2021,lichtenberg
13751,Frank,4,m,2016,charlottenburg-wilmersdorf
130857,Frank,3,m,2015,mitte
3721,Frank,4,m,2013,charlottenburg-wilmersdorf
39184,Frank,2,m,2022,charlottenburg-wilmersdorf
111087,Frank,3,m,2015,marzahn-hellersdorf
71080,Frank,3,m,2020,friedrichshain-kreuzberg
166820,Frank,2,m,2012,neukoelln
244555,Frank,4,m,2013,spandau
126955,Frank,6,m,2014,mitte
45704,Frank,2,m,2013,friedrichshain-kreuzberg
85140,Frank,3,m,2013,lichtenberg
226108,Frank,4,m,2022,pankow
277215,Frank,2,m,2016,steglitz-zehlendorf
6859,Frank,5,m,2014,charlottenburg-wilmersdorf
21657,Frank,4,m,2018,charlottenburg-wilmersdorf
242190,Frank,5,m,2012,spandau
120129,Frank,4,m,2012,mitte
100988,Frank,3,m,2020,lichtenberg
196678,Frank,3,m,2012,pankow
208869,Frank,4,m,2017,pankow
87062,Frank,3,m,2014,lichtenberg
108365,Frank,3,m,2012,marzahn-hellersdorf
201253,Frank,5,m,2014,pankow
30081,Frank,4,m,2020,charlottenburg-wilmersdorf
113188,Frank,2,m,2017,marzahn-hellersdorf
203616,Frank,6,m,2015,pankow
10261,Frank,5,m,2015,charlottenburg-wilmersdorf
251729,Frank,3,m,2016,spandau
34961,Frank,2,m,2021,charlottenburg-wilmersdorf
180036,Frank,3,m,2017,neukoelln
299141,Frank,4,m,2016,tempelhof-schoeneberg
54553,Frank,4,m,2016,friedrichshain-kreuzberg
198853,Frank,7,m,2013,pankow
88891,Frank,7,m,2015,lichtenberg
279546,Frank,2,m,2018,steglitz-zehlendorf
292300,Frank,5,m,2014,tempelhof-schoeneberg
169193,Frank,3,m,2013,neukoelln
161898,Frank,3,m,2022,mitte
229318,Frank,3,m,2012,reinickendorf
98501,Frank,2,m,2019,lichtenberg
222647,Frank,3,m,2021,pankow
83248,Frank,4,m,2012,lichtenberg
93392,Frank,2,m,2017,lichtenberg
42877,Frank,2,m,2012,friedrichshain-kreuzberg
330326,Frank,5,m,2012,treptow-koepenick
316319,Frank,5,m,2020,tempelhof-schoeneberg
260500,Frank,3,m,2019,spandau
17406,Frank,3,m,2017,charlottenburg-wilmersdorf
331493,Frank,2,m,2013,treptow-koepenick
147837,Frank,3,m,2019,mitte
218818,Frank,4,m,2020,pankow
303164,Frank,2,m,2017,tempelhof-schoeneberg
48189,Frank,4,m,2014,friedrichshain-kreuzberg
157865,Frank,2,m,2021,mitte
96011,Frank,2,m,2018,lichtenberg
51311,Frank,4,m,2015,friedrichshain-kreuzberg
143195,Frank,2,m,2018,mitte
332457,Frank,2,m,2014,treptow-koepenick
177640,Frank,2,m,2016,neukoelln
508,Frank,3,m,2012,charlottenburg-wilmersdorf
212071,Frank,4,m,2018,pankow
286279,Frank,2,m,2012,tempelhof-schoeneberg
112070,Frank,4,m,2016,marzahn-hellersdorf
307439,Frank,3,m,2018,tempelhof-schoeneberg
58285,Frank,2,m,2017,friedrichshain-kreuzberg
336990,Frank,2,m,2018,treptow-koepenick
312646,Frank,2,m,2019,tempelhof-schoeneberg
206162,Frank,7,m,2016,pankow
174455,Frank,6,m,2015,neukoelln
295704,Frank,4,m,2015,tempelhof-schoeneberg
54897,Franka,2,w,2016,friedrichshain-kreuzberg
222717,Franka,2,w,2021,pankow
307988,Franka,2,w,2018,tempelhof-schoeneberg
3786,Franka,3,w,2013,charlottenburg-wilmersdorf
51367,Franka,3,w,2015,friedrichshain-kreuzberg
203815,Franka,3,w,2015,pankow
127177,Franka,3,w,2014,mitte
292732,Franka,2,w,2014,tempelhof-schoeneberg
212572,Franka,2,w,2018,pankow
196791,Franka,2,w,2012,pankow
299518,Franka,2,w,2016,tempelhof-schoeneberg
222964,Franka,2,w,2021,pankow
286224,Franka,2,w,2012,tempelhof-schoeneberg
326408,Franka,2,w,2022,tempelhof-schoeneberg
230592,Franklin,2,m,2013,reinickendorf
254410,Franz,2,m,2017,spandau
270559,Franz,2,m,2022,spandau
215273,Franz,7,m,2019,pankow
326217,Franz,3,m,2022,tempelhof-schoeneberg
66646,Franz,5,m,2019,friedrichshain-kreuzberg
91153,Franz,3,m,2016,lichtenberg
242252,Franz,4,m,2012,spandau
185765,Franz,3,m,2019,neukoelln
30333,Franz,3,m,2020,charlottenburg-wilmersdorf
312079,Franz,3,m,2019,tempelhof-schoeneberg
58404,Franz,2,m,2017,friedrichshain-kreuzberg
218764,Franz,5,m,2020,pankow
134128,Franz,9,m,2016,mitte
79304,Franz,4,m,2022,friedrichshain-kreuzberg
126785,Franz,14,m,2014,mitte
147938,Franz,3,m,2019,mitte
267377,Franz,2,m,2021,spandau
332371,Franz,3,m,2014,treptow-koepenick
215416,Franz,4,m,2019,pankow
263847,Franz,3,m,2020,spandau
51056,Franz,10,m,2015,friedrichshain-kreuzberg
34505,Franz,3,m,2021,charlottenburg-wilmersdorf
307266,Franz,5,m,2018,tempelhof-schoeneberg
25835,Franz,5,m,2019,charlottenburg-wilmersdorf
273389,Franz,2,m,2012,steglitz-zehlendorf
114469,Franz,2,m,2018,marzahn-hellersdorf
86926,Franz,5,m,2014,lichtenberg
21717,Franz,4,m,2018,charlottenburg-wilmersdorf
142916,Franz,3,m,2018,mitte
83332,Franz,3,m,2012,lichtenberg
196378,Franz,9,m,2012,pankow
212191,Franz,3,m,2018,pankow
208759,Franz,6,m,2017,pankow
166484,Franz,4,m,2012,neukoelln
103671,Franz,3,m,2021,lichtenberg
191340,Franz,4,m,2021,neukoelln
292241,Franz,6,m,2014,tempelhof-schoeneberg
198741,Franz,12,m,2013,pankow
3500,Franz,8,m,2013,charlottenburg-wilmersdorf
34399,Franz,3,m,2021,charlottenburg-wilmersdorf
109334,Franz,2,m,2013,marzahn-hellersdorf
206104,Franz,10,m,2016,pankow
30240,Franz,3,m,2020,charlottenburg-wilmersdorf
171697,Franz,6,m,2014,neukoelln
38968,Franz,2,m,2022,charlottenburg-wilmersdorf
276268,Franz,2,m,2015,steglitz-zehlendorf
10068,Franz,12,m,2015,charlottenburg-wilmersdorf
142999,Franz,3,m,2018,mitte
260908,Franz,2,m,2019,spandau
295473,Franz,8,m,2015,tempelhof-schoeneberg
