,vorname,anzahl,geschlecht,jahr,bezirk
296121,Lily,2,w,2015,tempelhof-schoeneberg
26600,Lily,2,w,2019,charlottenburg-wilmersdorf
42884,Lily,2,w,2012,friedrichshain-kreuzberg
279490,Lily,3,w,2018,steglitz-zehlendorf
131213,Lily,2,w,2015,mitte
143004,Lily,3,w,2018,mitte
292848,Lily,2,w,2014,tempelhof-schoeneberg
341158,Lily,2,w,2021,treptow-koepenick
10313,Lily,4,w,2015,charlottenburg-wilmersdorf
316460,Lily,4,w,2020,tempelhof-schoeneberg
276267,Lily,2,w,2015,steglitz-zehlendorf
109351,Lily,2,w,2013,marzahn-hellersdorf
91356,Lily,2,w,2016,lichtenberg
120541,Lily,2,w,2012,mitte
134836,Lily,2,w,2016,mitte
875,Lily,2,w,2012,charlottenburg-wilmersdorf
201248,Lily,5,w,2014,pankow
308064,Lily,2,w,2018,tempelhof-schoeneberg
114525,Lily,2,w,2018,marzahn-hellersdorf
199107,Lily,3,w,2013,pankow
270476,Lily,2,w,2022,spandau
98702,Lily,2,w,2019,lichtenberg
302490,Lily,8,w,2017,tempelhof-schoeneberg
45621,Lily,2,w,2013,friedrichshain-kreuzberg
219063,Lily,3,w,2020,pankow
206689,Lily,2,w,2016,pankow
39113,Lily,2,w,2022,charlottenburg-wilmersdorf
285783,Lily,5,w,2012,tempelhof-schoeneberg
196480,Lily,5,w,2012,pankow
26602,Lilya,2,w,2019,charlottenburg-wilmersdorf
303429,Lilya,2,w,2017,tempelhof-schoeneberg
124071,Lilya,2,w,2013,mitte
264110,Lilya,2,w,2020,spandau
308066,Lilya,2,w,2018,tempelhof-schoeneberg
38834,Lilya,2,w,2022,charlottenburg-wilmersdorf
7064,Lilya,3,w,2014,charlottenburg-wilmersdorf
14234,Lilyan,2,w,2016,charlottenburg-wilmersdorf
63047,Lilyan,2,w,2018,friedrichshain-kreuzberg
299646,Lilyana,2,w,2016,tempelhof-schoeneberg
312657,Lilyana,2,w,2019,tempelhof-schoeneberg
162495,Lilyanov,2,m,2022,mitte
75665,Lima,2,w,2021,friedrichshain-kreuzberg
39114,Lima,2,w,2022,charlottenburg-wilmersdorf
326020,Lima,4,w,2022,tempelhof-schoeneberg
45623,Limar,2,w,2013,friedrichshain-kreuzberg
55011,Lin,2,w,2016,friedrichshain-kreuzberg
177675,Lin,2,w,2016,neukoelln
48606,Lin,2,w,2014,friedrichshain-kreuzberg
45625,Lin,2,w,2013,friedrichshain-kreuzberg
13878,Lin,3,w,2016,charlottenburg-wilmersdorf
303431,Lin,2,w,2017,tempelhof-schoeneberg
193979,Lina,3,w,2022,neukoelln
316021,Lina,24,w,2020,tempelhof-schoeneberg
332246,Lina,11,w,2014,treptow-koepenick
341110,Lina,3,w,2021,treptow-koepenick
38092,Lina,17,w,2022,charlottenburg-wilmersdorf
62497,Lina,3,w,2018,friedrichshain-kreuzberg
147610,Lina,5,w,2019,mitte
116679,Lina,5,w,2020,marzahn-hellersdorf
185584,Lina,5,w,2019,neukoelln
212178,Lina,3,w,2018,pankow
103464,Lina,6,w,2021,lichtenberg
333271,Lina,11,w,2015,treptow-koepenick
277152,Lina,3,w,2016,steglitz-zehlendorf
331316,Lina,6,w,2013,treptow-koepenick
306912,Lina,31,w,2018,tempelhof-schoeneberg
211719,Lina,24,w,2018,pankow
334286,Lina,6,w,2016,treptow-koepenick
152529,Lina,3,w,2020,mitte
260736,Lina,2,w,2019,spandau
278201,Lina,3,w,2017,steglitz-zehlendorf
90820,Lina,17,w,2016,lichtenberg
288684,Lina,20,w,2013,tempelhof-schoeneberg
33841,Lina,22,w,2021,charlottenburg-wilmersdorf
263464,Lina,12,w,2020,spandau
113046,Lina,6,w,2017,marzahn-hellersdorf
203396,Lina,26,w,2015,pankow
95871,Lina,3,w,2018,lichtenberg
166227,Lina,17,w,2012,neukoelln
193721,Lina,12,w,2022,neukoelln
147394,Lina,20,w,2019,mitte
92987,Lina,18,w,2017,lichtenberg
200979,Lina,33,w,2014,pankow
222877,Lina,2,m,2021,pankow
21268,Lina,27,w,2018,charlottenburg-wilmersdorf
171549,Lina,16,w,2014,neukoelln
17240,Lina,4,w,2017,charlottenburg-wilmersdorf
137853,Lina,16,w,2017,mitte
292010,Lina,21,w,2014,tempelhof-schoeneberg
260142,Lina,22,w,2019,spandau
270374,Lina,3,w,2022,spandau
241028,Lina,5,w,2022,reinickendorf
115628,Lina,4,w,2019,marzahn-hellersdorf
79825,Lina,2,w,2022,friedrichshain-kreuzberg
112061,Lina,4,w,2016,marzahn-hellersdorf
75299,Lina,3,w,2021,friedrichshain-kreuzberg
239003,Lina,5,w,2020,reinickendorf
222370,Lina,5,w,2021,pankow
342614,Lina,2,w,2022,treptow-koepenick
98549,Lina,2,w,2019,lichtenberg
100856,Lina,6,w,2020,lichtenberg
109353,Lina,2,w,2013,marzahn-hellersdorf
78975,Lina,22,w,2022,friedrichshain-kreuzberg
138558,Lina,2,w,2017,mitte
6574,Lina,22,w,2014,charlottenburg-wilmersdorf
285513,Lina,25,w,2012,tempelhof-schoeneberg
316182,Lina,8,w,2020,tempelhof-schoeneberg
134019,Lina,18,w,2016,mitte
25735,Lina,6,w,2019,charlottenburg-wilmersdorf
276167,Lina,4,w,2015,steglitz-zehlendorf
13355,Lina,25,w,2016,charlottenburg-wilmersdorf
130373,Lina,19,w,2015,mitte
336785,Lina,10,w,2018,treptow-koepenick
236885,Lina,2,w,2018,reinickendorf
235570,Lina,2,w,2017,reinickendorf
16894,Lina,22,w,2017,charlottenburg-wilmersdorf
278144,Lina,6,w,2017,steglitz-zehlendorf
70725,Lina,12,w,2020,friedrichshain-kreuzberg
3356,Lina,19,w,2013,charlottenburg-wilmersdorf
25555,Lina,16,w,2019,charlottenburg-wilmersdorf
205948,Lina,39,w,2016,pankow
275209,Lina,4,w,2014,steglitz-zehlendorf
185472,Lina,16,w,2019,neukoelln
114326,Lina,9,w,2018,marzahn-hellersdorf
54167,Lina,19,w,2016,friedrichshain-kreuzberg
191336,Lina,4,w,2021,neukoelln
226262,Lina,3,w,2022,pankow
311893,Lina,4,w,2019,tempelhof-schoeneberg
126812,Lina,12,w,2014,mitte
281792,Lina,6,w,2020,steglitz-zehlendorf
320761,Lina,21,w,2021,tempelhof-schoeneberg
100821,Lina,9,w,2020,lichtenberg
244337,Lina,14,w,2013,spandau
249009,Lina,10,w,2015,spandau
302599,Lina,5,w,2017,tempelhof-schoeneberg
270029,Lina,9,w,2022,spandau
162393,Lina,2,w,2022,mitte
338263,Lina,5,w,2019,treptow-koepenick
21807,Lina,3,w,2018,charlottenburg-wilmersdorf
119855,Lina,9,w,2012,mitte
281927,Lina,2,w,2020,steglitz-zehlendorf
66523,Lina,7,w,2019,friedrichshain-kreuzberg
43,Lina,23,w,2012,charlottenburg-wilmersdorf
254223,Lina,3,w,2017,spandau
117796,Lina,2,w,2021,marzahn-hellersdorf
335364,Lina,9,w,2017,treptow-koepenick
45019,Lina,19,w,2013,friedrichshain-kreuzberg
251402,Lina,12,w,2016,spandau
42246,Lina,13,w,2012,friedrichshain-kreuzberg
215092,Lina,25,w,2019,pankow
198678,Lina,19,w,2013,pankow
156896,Lina,10,w,2021,mitte
177053,Lina,18,w,2016,neukoelln
232953,Lina,9,w,2015,reinickendorf
62070,Lina,16,w,2018,friedrichshain-kreuzberg
57673,Lina,18,w,2017,friedrichshain-kreuzberg
237936,Lina,4,w,2019,reinickendorf
152086,Lina,15,w,2020,mitte
29744,Lina,16,w,2020,charlottenburg-wilmersdorf
307822,Lina,2,w,2018,tempelhof-schoeneberg
298712,Lina,22,w,2016,tempelhof-schoeneberg
83019,Lina,23,w,2012,lichtenberg
179787,Lina,17,w,2017,neukoelln
340964,Lina,11,w,2021,treptow-koepenick
208528,Lina,21,w,2017,pankow
110189,Lina,3,w,2014,marzahn-hellersdorf
295290,Lina,27,w,2015,tempelhof-schoeneberg
9965,Lina,26,w,2015,charlottenburg-wilmersdorf
325626,Lina,24,w,2022,tempelhof-schoeneberg
180181,Lina,2,w,2017,neukoelln
257007,Lina,18,w,2018,spandau
118777,Lina,4,w,2022,marzahn-hellersdorf
38222,Lina,8,w,2022,charlottenburg-wilmersdorf
29789,Lina,11,w,2020,charlottenburg-wilmersdorf
253916,Lina,13,w,2017,spandau
234238,Lina,4,w,2016,reinickendorf
191171,Lina,17,w,2021,neukoelln
88761,Lina,21,w,2015,lichtenberg
98191,Lina,10,w,2019,lichtenberg
174325,Lina,12,w,2015,neukoelln
84788,Lina,24,w,2013,lichtenberg
108310,Lina,5,w,2012,marzahn-hellersdorf
105795,Lina,7,w,2022,lichtenberg
95610,Lina,15,w,2018,lichtenberg
321005,Lina,7,w,2021,tempelhof-schoeneberg
93391,Lina,2,w,2017,lichtenberg
57838,Lina,6,w,2017,friedrichshain-kreuzberg
196223,Lina,29,w,2012,pankow
222075,Lina,23,w,2021,pankow
86769,Lina,12,w,2014,lichtenberg
266583,Lina,18,w,2021,spandau
111004,Lina,7,w,2015,marzahn-hellersdorf
225767,Lina,20,w,2022,pankow
161466,Lina,10,w,2022,mitte
218510,Lina,25,w,2020,pankow
231659,Lina,8,w,2014,reinickendorf
339596,Lina,8,w,2020,treptow-koepenick
302342,Lina,16,w,2017,tempelhof-schoeneberg
123388,Lina,12,w,2013,mitte
182679,Lina,6,w,2018,neukoelln
263595,Lina,5,w,2020,spandau
229234,Lina,8,w,2012,reinickendorf
330282,Lina,10,w,2012,treptow-koepenick
279415,Lina,6,w,2018,steglitz-zehlendorf
142439,Lina,20,w,2018,mitte
157217,Lina,4,w,2021,mitte
311520,Lina,29,w,2019,tempelhof-schoeneberg
326292,Lina,3,w,2022,tempelhof-schoeneberg
273322,Lina,3,w,2012,steglitz-zehlendorf
74812,Lina,13,w,2021,friedrichshain-kreuzberg
182606,Lina,14,w,2018,neukoelln
215536,Lina,3,w,2019,pankow
246605,Lina,10,w,2014,spandau
242126,Lina,7,w,2012,spandau
188393,Lina,13,w,2020,neukoelln
66410,Lina,14,w,2019,friedrichshain-kreuzberg
50988,Lina,15,w,2015,friedrichshain-kreuzberg
168827,Lina,14,w,2013,neukoelln
47930,Lina,10,w,2014,friedrichshain-kreuzberg
204091,Lina-Marie,2,w,2015,pankow
10523,Lincoln,3,m,2015,charlottenburg-wilmersdorf
143190,Linda,2,w,2018,mitte
123757,Linda,3,w,2013,mitte
212101,Linda,4,w,2018,pankow
286024,Linda,3,w,2012,tempelhof-schoeneberg
89088,Linda,3,w,2015,lichtenberg
307186,Linda,6,w,2018,tempelhof-schoeneberg
169065,Linda,4,w,2013,neukoelln
13726,Linda,4,w,2016,charlottenburg-wilmersdorf
242362,Linda,3,w,2012,spandau
111190,Linda,2,w,2015,marzahn-hellersdorf
157218,Linda,4,w,2021,mitte
38835,Linda,2,w,2022,charlottenburg-wilmersdorf
34119,Linda,5,w,2021,charlottenburg-wilmersdorf
58425,Linda,2,w,2017,friedrichshain-kreuzberg
22064,Linda,2,w,2018,charlottenburg-wilmersdorf
233183,Linda,2,w,2015,reinickendorf
209396,Linda,2,w,2017,pankow
7066,Linda,3,w,2014,charlottenburg-wilmersdorf
152431,Linda,4,w,2020,mitte
30300,Linda,3,w,2020,charlottenburg-wilmersdorf
90974,Linda,5,w,2016,lichtenberg
95817,Linda,4,w,2018,lichtenberg
157064,Linda,5,w,2021,mitte
302563,Linda,6,w,2017,tempelhof-schoeneberg
10233,Linda,5,w,2015,charlottenburg-wilmersdorf
98704,Linda,2,w,2019,lichtenberg
339885,Linda,2,w,2020,treptow-koepenick
215630,Linda,3,w,2019,pankow
114527,Linda,2,w,2018,marzahn-hellersdorf
17504,Linda,3,w,2017,charlottenburg-wilmersdorf
161841,Linda,3,w,2022,mitte
119981,Linda,5,w,2012,mitte
218722,Linda,6,w,2020,pankow
116861,Linda,2,w,2020,marzahn-hellersdorf
117797,Linda,2,w,2021,marzahn-hellersdorf
143486,Linda,2,w,2018,mitte
25824,Linda,5,w,2019,charlottenburg-wilmersdorf
115760,Linda,2,w,2019,marzahn-hellersdorf
130822,Linda,3,w,2015,mitte
185798,Linda,3,w,2019,neukoelln
206319,Linda,4,w,2016,pankow
75066,Linda,4,w,2021,friedrichshain-kreuzberg
3601,Linda,5,w,2013,charlottenburg-wilmersdorf
172181,Linda,2,w,2014,neukoelln
277154,Linda,3,w,2016,steglitz-zehlendorf
244535,Linda,4,w,2013,spandau
138089,Linda,5,w,2017,mitte
66905,Linda,3,w,2019,friedrichshain-kreuzberg
332386,Linda,3,w,2014,treptow-koepenick
42385,Linda,6,w,2012,friedrichshain-kreuzberg
331402,Linda,3,w,2013,treptow-koepenick
26222,Linda,2,w,2019,charlottenburg-wilmersdorf
251612,Linda,4,w,2016,spandau
249501,Linda,2,w,2015,spandau
295495,Linda,7,w,2015,tempelhof-schoeneberg
48099,Linda,5,w,2014,friedrichshain-kreuzberg
166437,Linda,4,w,2012,neukoelln
260578,Linda,3,w,2019,spandau
45402,Linda,3,w,2013,friedrichshain-kreuzberg
274385,Linda,2,w,2013,steglitz-zehlendorf
240165,Linda,2,w,2021,reinickendorf
257741,Linda,2,w,2018,spandau
342615,Linda,2,w,2022,treptow-koepenick
134255,Linda,5,w,2016,mitte
79175,Linda,5,w,2022,friedrichshain-kreuzberg
51145,Linda,6,w,2015,friedrichshain-kreuzberg
152724,Linda,2,w,2020,mitte
62314,Linda,5,w,2018,friedrichshain-kreuzberg
199109,Linda,3,w,2013,pankow
311838,Linda,5,w,2019,tempelhof-schoeneberg
222275,Linda,6,w,2021,pankow
298911,Linda,7,w,2016,tempelhof-schoeneberg
273416,Linda,2,w,2012,steglitz-zehlendorf
326440,Linda,2,w,2022,tempelhof-schoeneberg
226042,Linda,4,w,2022,pankow
57930,Linda,5,w,2017,friedrichshain-kreuzberg
118798,Linda,3,w,2022,marzahn-hellersdorf
289518,Linda,2,w,2013,tempelhof-schoeneberg
84952,Linda,5,w,2013,lichtenberg
254154,Linda,4,w,2017,spandau
246766,Linda,4,w,2014,spandau
174546,Linda,4,w,2015,neukoelln
54386,Linda,6,w,2016,friedrichshain-kreuzberg
316902,Linda,2,w,2020,tempelhof-schoeneberg
316666,Linda,3,w,2020,tempelhof-schoeneberg
109355,Linda,2,w,2013,marzahn-hellersdorf
337081,Linda,2,w,2018,treptow-koepenick
203535,Linda,9,w,2015,pankow
127550,Linda,2,w,2014,mitte
101322,Linda,2,w,2020,lichtenberg
507,Linda,3,w,2012,charlottenburg-wilmersdorf
26338,Linda,2,w,2019,charlottenburg-wilmersdorf
292153,Linda,8,w,2014,tempelhof-schoeneberg
320973,Linda,7,w,2021,tempelhof-schoeneberg
270178,Linda,4,w,2022,spandau
196638,Linda,3,w,2012,pankow
183198,Linda,2,w,2018,neukoelln
201112,Linda,10,w,2014,pankow
21734,Linda,4,w,2018,charlottenburg-wilmersdorf
87228,Linda,2,w,2014,lichtenberg
179977,Linda,4,w,2017,neukoelln
71183,Linda,3,w,2020,friedrichshain-kreuzberg
177219,Linda,5,w,2016,neukoelln
30488,Linda,2,w,2020,charlottenburg-wilmersdorf
48608,Lindsay,2,w,2014,friedrichshain-kreuzberg
286326,Line,2,w,2012,tempelhof-schoeneberg
289023,Line,4,w,2013,tempelhof-schoeneberg
251995,Linea,2,w,2016,spandau
249503,Linea,2,w,2015,spandau
48610,Linea,2,w,2014,friedrichshain-kreuzberg
116863,Linea,2,w,2020,marzahn-hellersdorf
22364,Linea,2,w,2018,charlottenburg-wilmersdorf
303167,Linea,2,w,2017,tempelhof-schoeneberg
7372,Linea,2,w,2014,charlottenburg-wilmersdorf
185908,Linea,2,w,2019,neukoelln
296123,Linea,2,w,2015,tempelhof-schoeneberg
55013,Linea,2,w,2016,friedrichshain-kreuzberg
339800,Linea,2,w,2020,treptow-koepenick
286328,Linea,2,w,2012,tempelhof-schoeneberg
321365,Linea,3,w,2021,tempelhof-schoeneberg
89265,Ling,2,w,2015,lichtenberg
67011,Linh,2,w,2019,friedrichshain-kreuzberg
54351,Linh,7,w,2016,friedrichshain-kreuzberg
63049,Linh,2,w,2018,friedrichshain-kreuzberg
87230,Linh,2,w,2014,lichtenberg
103729,Linh,2,w,2021,lichtenberg
296125,Linh,2,w,2015,tempelhof-schoeneberg
106263,Linh,2,w,2022,lichtenberg
45136,Linh,8,w,2013,friedrichshain-kreuzberg
26340,Linh,2,w,2019,charlottenburg-wilmersdorf
88861,Linh,8,w,2015,lichtenberg
105943,Linh,3,w,2022,lichtenberg
58175,Linh,3,w,2017,friedrichshain-kreuzberg
67096,Linh,2,w,2019,friedrichshain-kreuzberg
206691,Linh,2,w,2016,pankow
138269,Linh,3,w,2017,mitte
204093,Linh,2,w,2015,pankow
218838,Linh,4,w,2020,pankow
62499,Linh,3,w,2018,friedrichshain-kreuzberg
58298,Linh,2,w,2017,friedrichshain-kreuzberg
57893,Linh,5,w,2017,friedrichshain-kreuzberg
47944,Linh,9,w,2014,friedrichshain-kreuzberg
83225,Linh,4,w,2012,lichtenberg
316904,Linh,2,w,2020,tempelhof-schoeneberg
93343,Linh,2,w,2017,lichtenberg
85100,Linh,3,w,2013,lichtenberg
222471,Linh,4,w,2021,pankow
79826,Linh,2,w,2022,friedrichshain-kreuzberg
127232,Linh,3,w,2014,mitte
119898,Linh,7,w,2012,mitte
79946,Linh,2,w,2022,friedrichshain-kreuzberg
75300,Linh,3,w,2021,friedrichshain-kreuzberg
10782,Linh,2,w,2015,charlottenburg-wilmersdorf
42386,Linh,6,w,2012,friedrichshain-kreuzberg
62701,Linh,2,w,2018,friedrichshain-kreuzberg
51274,Linh,4,w,2015,friedrichshain-kreuzberg
334396,Linh,3,w,2016,treptow-koepenick
134452,Linh,3,w,2016,mitte
157391,Linh,3,w,2021,mitte
152530,Linh,3,w,2020,mitte
117888,Linh,2,w,2021,marzahn-hellersdorf
321960,Linh,2,w,2021,tempelhof-schoeneberg
131215,Linh,2,w,2015,mitte
17624,Linh,2,w,2017,charlottenburg-wilmersdorf
103799,Link,2,m,2021,lichtenberg
339696,Linn,3,w,2020,treptow-koepenick
219065,Linn,3,w,2020,pankow
307613,Linn,3,w,2018,tempelhof-schoeneberg
54663,Linn,3,w,2016,friedrichshain-kreuzberg
257743,Linn,2,w,2018,spandau
204095,Linn,2,w,2015,pankow
34606,Linn,2,w,2021,charlottenburg-wilmersdorf
79579,Linn,2,w,2022,friedrichshain-kreuzberg
316906,Linn,2,w,2020,tempelhof-schoeneberg
302832,Linn,3,w,2017,tempelhof-schoeneberg
299096,Linn,4,w,2016,tempelhof-schoeneberg
7068,Linn,3,w,2014,charlottenburg-wilmersdorf
120223,Linn,3,w,2012,mitte
4101,Linn,2,w,2013,charlottenburg-wilmersdorf
289171,Linn,3,w,2013,tempelhof-schoeneberg
263754,Linn,3,w,2020,spandau
254580,Linn,2,w,2017,spandau
62501,Linn,3,w,2018,friedrichshain-kreuzberg
87232,Linn,2,w,2014,lichtenberg
212638,Linn,2,w,2018,pankow
123759,Linn,3,w,2013,mitte
26604,Linn,2,w,2019,charlottenburg-wilmersdorf
199337,Linn,2,w,2013,pankow
226389,Linn,2,w,2022,pankow
75666,Linn,2,w,2021,friedrichshain-kreuzberg
222331,Linn,5,w,2021,pankow
326935,Linn,2,w,2022,tempelhof-schoeneberg
334494,Linn,2,w,2016,treptow-koepenick
134838,Linn,2,w,2016,mitte
307824,Linn,2,w,2018,tempelhof-schoeneberg
42610,Linn,3,w,2012,friedrichshain-kreuzberg
71085,Linn,3,w,2020,friedrichshain-kreuzberg
316668,Linn,3,w,2020,tempelhof-schoeneberg
10314,Linn,4,w,2015,charlottenburg-wilmersdorf
226263,Linn,3,w,2022,pankow
75410,Linn,2,w,2021,friedrichshain-kreuzberg
34473,Linn,3,w,2021,charlottenburg-wilmersdorf
180387,Linn,2,w,2017,neukoelln
30737,Linn,2,w,2020,charlottenburg-wilmersdorf
17707,Linnea,2,w,2017,charlottenburg-wilmersdorf
307267,Linnea,5,w,2018,tempelhof-schoeneberg
312182,Linnea,3,w,2019,tempelhof-schoeneberg
279615,Linnea,2,w,2018,steglitz-zehlendorf
334398,Linnea,3,w,2016,treptow-koepenick
196859,Linnea,2,w,2012,pankow
71582,Linnea,2,w,2020,friedrichshain-kreuzberg
264112,Linnea,2,w,2020,spandau
280750,Linnea,2,w,2019,steglitz-zehlendorf
257259,Linnea,4,w,2018,spandau
161842,Linnea,3,w,2022,mitte
79827,Linnea,2,w,2022,friedrichshain-kreuzberg
3602,Linnea,5,w,2013,charlottenburg-wilmersdorf
215463,Linnea,4,w,2019,pankow
157030,Linnea,6,w,2021,mitte
45627,Linnea,2,w,2013,friedrichshain-kreuzberg
307469,Linnea,3,w,2018,tempelhof-schoeneberg
286330,Linnea,2,w,2012,tempelhof-schoeneberg
212281,Linnea,3,w,2018,pankow
38331,Linnea,5,w,2022,charlottenburg-wilmersdorf
289173,Linnea,3,w,2013,tempelhof-schoeneberg
219232,Linnea,2,w,2020,pankow
172183,Linnea,2,w,2014,neukoelln
152646,Linnea,3,w,2020,mitte
333479,Linnea,2,w,2015,treptow-koepenick
201326,Linnea,4,w,2014,pankow
212439,Linnea,2,w,2018,pankow
342705,Linnea,2,w,2022,treptow-koepenick
127552,Linnea,2,w,2014,mitte
342616,Linnea,2,w,2022,treptow-koepenick
17958,Linnea,2,w,2017,charlottenburg-wilmersdorf
270477,Linnea,2,w,2022,spandau
258,Linnea,6,w,2012,charlottenburg-wilmersdorf
91358,Linnea,2,w,2016,lichtenberg
62809,Linnea,2,w,2018,friedrichshain-kreuzberg
54665,Linnea,3,w,2016,friedrichshain-kreuzberg
283089,Linnea,3,w,2021,steglitz-zehlendorf
25826,Linnea,5,w,2019,charlottenburg-wilmersdorf
277240,Linnea,2,w,2016,steglitz-zehlendorf
326441,Linnea,2,w,2022,tempelhof-schoeneberg
186098,Linnea,2,w,2019,neukoelln
260499,Linnea,3,w,2019,spandau
34266,Linnea,4,w,2021,charlottenburg-wilmersdorf
206439,Linnea,3,w,2016,pankow
292231,Linnea,6,w,2014,tempelhof-schoeneberg
295813,Linnea,3,w,2015,tempelhof-schoeneberg
174934,Linnea,2,w,2015,neukoelln
242573,Linnea,2,w,2012,spandau
337083,Linnea,2,w,2018,treptow-koepenick
191708,Linnea,2,w,2021,neukoelln
13880,Linnea,3,w,2016,charlottenburg-wilmersdorf
93537,Linnea,2,w,2017,lichtenberg
341070,Linnea,3,w,2021,treptow-koepenick
317176,Linnea,2,w,2020,tempelhof-schoeneberg
244875,Linnea,2,w,2013,spandau
96172,Linnea,2,w,2018,lichtenberg
226157,Linnea,3,w,2022,pankow
62415,Linnea,4,w,2018,friedrichshain-kreuzberg
22066,Linnea,2,w,2018,charlottenburg-wilmersdorf
120225,Linnea,3,w,2012,mitte
251528,Linnea,5,w,2016,spandau
147726,Linnea,4,w,2019,mitte
168997,Linnea,5,w,2013,neukoelln
203655,Linnea,5,w,2015,pankow
21931,Linnea,3,w,2018,charlottenburg-wilmersdorf
10458,Linnea,3,w,2015,charlottenburg-wilmersdorf
51708,Linnea,2,w,2015,friedrichshain-kreuzberg
289520,Linni,2,w,2013,tempelhof-schoeneberg
267126,Linnéa,2,w,2021,spandau
244877,Linnéa,2,w,2013,spandau
295665,Linnéa,4,w,2015,tempelhof-schoeneberg
254582,Linnéa,2,w,2017,spandau
326442,Linnéa,2,w,2022,tempelhof-schoeneberg
509,Linnéa,3,w,2012,charlottenburg-wilmersdorf
242364,Linnéa,3,w,2012,spandau
14236,Linnéa,2,w,2016,charlottenburg-wilmersdorf
206693,Linnéa,2,w,2016,pankow
289175,Linnéa,3,w,2013,tempelhof-schoeneberg
22068,Linnéa,2,w,2018,charlottenburg-wilmersdorf
91065,Lino,4,m,2016,lichtenberg
209427,Lino,2,m,2017,pankow
320904,Lino,9,m,2021,tempelhof-schoeneberg
222359,Lino,5,m,2021,pankow
120307,Lino,3,m,2012,mitte
263712,Lino,4,m,2020,spandau
138423,Lino,3,m,2017,mitte
251543,Lino,5,m,2016,spandau
169503,Lino,2,m,2013,neukoelln
48673,Lino,2,m,2014,friedrichshain-kreuzberg
303226,Lino,2,m,2017,tempelhof-schoeneberg
244684,Lino,3,m,2013,spandau
212641,Lino,2,m,2018,pankow
242283,Lino,4,m,2012,spandau
560,Lino,3,m,2012,charlottenburg-wilmersdorf
225999,Lino,5,m,2022,pankow
100906,Lino,5,m,2020,lichtenberg
338264,Lino,5,m,2019,treptow-koepenick
317215,Lino,2,m,2020,tempelhof-schoeneberg
302999,Lino,3,m,2017,tempelhof-schoeneberg
103800,Lino,2,m,2021,lichtenberg
209238,Lino,2,m,2017,pankow
311867,Lino,5,m,2019,tempelhof-schoeneberg
299165,Lino,4,m,2016,tempelhof-schoeneberg
166916,Lino,2,m,2012,neukoelln
143495,Lino,2,m,2018,mitte
39001,Lino,2,m,2022,charlottenburg-wilmersdorf
21739,Lino,4,m,2018,charlottenburg-wilmersdorf
10369,Lino,4,m,2015,charlottenburg-wilmersdorf
307287,Lino,5,m,2018,tempelhof-schoeneberg
75559,Lino,2,m,2021,friedrichshain-kreuzberg
325961,Lino,5,m,2022,tempelhof-schoeneberg
260453,Lino,4,m,2019,spandau
286083,Lino,3,m,2012,tempelhof-schoeneberg
218916,Lino,4,m,2020,pankow
342672,Lino,2,m,2022,treptow-koepenick
338388,Lino,2,m,2019,treptow-koepenick
257762,Lino,2,m,2018,spandau
201684,Lino,2,m,2014,pankow
127599,Lino,2,m,2014,mitte
30790,Lino,2,m,2020,charlottenburg-wilmersdorf
177475,Lino,3,m,2016,neukoelln
161913,Lino,3,m,2022,mitte
25967,Lino,4,m,2019,charlottenburg-wilmersdorf
7449,Lino,2,m,2014,charlottenburg-wilmersdorf
180110,Lino,3,m,2017,neukoelln
83354,Lino,3,m,2012,lichtenberg
116858,Lino,2,m,2020,marzahn-hellersdorf
203756,Lino,4,m,2015,pankow
334535,Lino,2,m,2016,treptow-koepenick
199336,Lino,2,m,2013,pankow
289083,Lino,4,m,2013,tempelhof-schoeneberg
215657,Lino,3,m,2019,pankow
212490,Lino,2,m,2018,pankow
157705,Lino,2,m,2021,mitte
124150,Lino,2,m,2013,mitte
95954,Lino,3,m,2018,lichtenberg
79727,Lino,2,m,2022,friedrichshain-kreuzberg
13780,Lino,4,m,2016,charlottenburg-wilmersdorf
71374,Lino,2,m,2020,friedrichshain-kreuzberg
54366,Linus,7,m,2016,friedrichshain-kreuzberg
206030,Linus,15,m,2016,pankow
333414,Linus,3,m,2015,treptow-koepenick
110128,Linus,5,m,2014,marzahn-hellersdorf
322068,Linus,2,m,2021,tempelhof-schoeneberg
288700,Linus,18,m,2013,tempelhof-schoeneberg
101200,Linus,2,m,2020,lichtenberg
201020,Linus,20,m,2014,pankow
218532,Linus,19,m,2020,pankow
13383,Linus,20,m,2016,charlottenburg-wilmersdorf
260362,Linus,5,m,2019,spandau
148174,Linus,2,m,2019,mitte
211856,Linus,9,m,2018,pankow
325720,Linus,11,m,2022,tempelhof-schoeneberg
281889,Linus,3,m,2020,steglitz-zehlendorf
91004,Linus,5,m,2016,lichtenberg
171680,Linus,7,m,2014,neukoelln
312429,Linus,2,m,2019,tempelhof-schoeneberg
180236,Linus,2,m,2017,neukoelln
58462,Linus,2,m,2017,friedrichshain-kreuzberg
66656,Linus,5,m,2019,friedrichshain-kreuzberg
251442,Linus,9,m,2016,spandau
108479,Linus,2,m,2012,marzahn-hellersdorf
331432,Linus,3,m,2013,treptow-koepenick
29768,Linus,13,m,2020,charlottenburg-wilmersdorf
134110,Linus,10,m,2016,mitte
38495,Linus,4,m,2022,charlottenburg-wilmersdorf
270105,Linus,6,m,2022,spandau
161474,Linus,10,m,2022,mitte
280652,Linus,4,m,2019,steglitz-zehlendorf
