,vorname,anzahl,bezirk
19282,Selina,2,treptow-koepenick
19283,Selma,59,charlottenburg-wilmersdorf
19284,Selma,53,friedrichshain-kreuzberg
19285,Selma,17,lichtenberg
19286,Selma,36,mitte
19287,Selma,21,neukoelln
19288,Selma,37,pankow
19289,Selma,37,spandau
19290,Selma,2,steglitz-zehlendorf
19291,Selma,62,tempelhof-schoeneberg
19292,Selma,7,treptow-koepenick
19293,Selvira,2,friedrichshain-kreuzberg
19294,Sema,4,mitte
19295,Sema,7,neukoelln
19296,Semi,2,friedrichshain-kreuzberg
19297,Semih,2,friedrichshain-kreuzberg
19298,Semih,3,mitte
19299,Semih,2,neukoelln
19300,Semih,10,tempelhof-schoeneberg
19301,Semin,2,mitte
19302,Sena,17,charlottenburg-wilmersdorf
19303,Sena,24,friedrichshain-kreuzberg
19304,Sena,33,mitte
19305,Sena,33,neukoelln
19306,Sena,2,pankow
19307,Sena,2,reinickendorf
19308,Sena,12,spandau
19309,Sena,31,tempelhof-schoeneberg
19310,Senad,2,mitte
19311,Senad,4,tempelhof-schoeneberg
19312,Sencer,2,friedrichshain-kreuzberg
19313,Senem,2,mitte
19314,Serafim,2,steglitz-zehlendorf
19315,Serafin,2,spandau
19316,Serafin,3,tempelhof-schoeneberg
19317,Serafina,2,charlottenburg-wilmersdorf
19318,Serafina,3,friedrichshain-kreuzberg
19319,Serafina,2,lichtenberg
19320,Seraphin,2,pankow
19321,Seraphina,4,charlottenburg-wilmersdorf
19322,Seraphina,4,friedrichshain-kreuzberg
19323,Seraphina,2,pankow
19324,Seraphina,6,spandau
19325,Seraphina,4,tempelhof-schoeneberg
19326,Seraphine,2,charlottenburg-wilmersdorf
19327,Sercan,2,spandau
19328,Serena,2,lichtenberg
19329,Serena,3,pankow
19330,Serena,2,tempelhof-schoeneberg
19331,Serge,4,charlottenburg-wilmersdorf
19332,Sergeevič,3,charlottenburg-wilmersdorf
19333,Sergeevna,2,charlottenburg-wilmersdorf
19334,Sergeevna,2,mitte
19335,Sergeevna,2,neukoelln
19336,Sergeevna,2,pankow
19337,Sergeevna,2,spandau
19338,Sergeevna,2,steglitz-zehlendorf
19339,Sergeevna,2,tempelhof-schoeneberg
19340,Sergej,2,friedrichshain-kreuzberg
19341,Sergej,2,mitte
19342,Sergej,2,spandau
19343,Sergio,2,charlottenburg-wilmersdorf
19344,Sergio,2,pankow
19345,Sergio,2,spandau
19346,Serhat,4,friedrichshain-kreuzberg
19347,Serhat,4,mitte
19348,Serhat,2,neukoelln
19349,Serhiiovič,2,charlottenburg-wilmersdorf
19350,Serin,2,charlottenburg-wilmersdorf
19351,Serkan,3,mitte
19352,Serkan,2,neukoelln
19353,Serkan,2,reinickendorf
19354,Serra,2,charlottenburg-wilmersdorf
19355,Serra,3,tempelhof-schoeneberg
19356,Sevda,4,mitte
19357,Sevda,2,tempelhof-schoeneberg
19358,Sevdalin,2,mitte
19359,Sevde,2,mitte
19360,Sevde,2,neukoelln
19361,Sevde,2,tempelhof-schoeneberg
19362,Severin,6,charlottenburg-wilmersdorf
19363,Severin,4,pankow
19364,Severin,2,spandau
19365,Severin,2,tempelhof-schoeneberg
19366,Severina,2,friedrichshain-kreuzberg
19367,Sevgi,2,mitte
19368,Sevgi,3,neukoelln
19369,Sevim,2,charlottenburg-wilmersdorf
19370,Sevim,2,friedrichshain-kreuzberg
19371,Sevim,2,mitte
19372,Seydi,2,spandau
19373,Seyedeh,2,charlottenburg-wilmersdorf
19374,Seyid,2,charlottenburg-wilmersdorf
19375,Seyid,2,pankow
19376,Seyid,4,tempelhof-schoeneberg
19377,Seyit,4,charlottenburg-wilmersdorf
19378,Seyit,2,friedrichshain-kreuzberg
19379,Seyit,7,mitte
19380,Seyit,3,neukoelln
19381,Seyit,15,tempelhof-schoeneberg
19382,Seyithan,2,friedrichshain-kreuzberg
19383,Seymen,3,mitte
19384,Seymen,3,tempelhof-schoeneberg
19385,Seymur,2,neukoelln
19386,Seyyid,2,friedrichshain-kreuzberg
19387,Seyyid,4,mitte
19388,Seyyid,4,neukoelln
19389,Seyyid,4,tempelhof-schoeneberg
19390,Seán,2,tempelhof-schoeneberg
19391,Shaban,2,friedrichshain-kreuzberg
19392,Shabanova,2,neukoelln
19393,Shadia,2,spandau
19394,Shahed,2,friedrichshain-kreuzberg
19395,Shahin,2,neukoelln
19396,Shahin,2,tempelhof-schoeneberg
19397,Shaimaa,2,tempelhof-schoeneberg
19398,Sham,2,charlottenburg-wilmersdorf
19399,Sham,5,friedrichshain-kreuzberg
19400,Sham,7,lichtenberg
19401,Sham,11,mitte
19402,Sham,2,spandau
19403,Sham,4,tempelhof-schoeneberg
19404,Shams,2,neukoelln
19405,Shams,2,spandau
19406,Shanaya,2,mitte
19407,Shanaya,2,neukoelln
19408,Shanaya,2,reinickendorf
19409,Shane,2,neukoelln
19410,Shania,2,spandau
19411,Shanti,2,tempelhof-schoeneberg
19412,Shanvi,2,marzahn-hellersdorf
19413,Sharleen,5,pankow
19414,Sharon,2,friedrichshain-kreuzberg
19415,Sharon,4,lichtenberg
19416,Sharon,2,neukoelln
19417,Sharon,2,spandau
19418,Sharon,2,tempelhof-schoeneberg
19419,Shawn,4,lichtenberg
19420,Shawn,2,mitte
19421,Shawn,2,neukoelln
19422,Shawn,4,spandau
19423,Shayan,3,charlottenburg-wilmersdorf
19424,Shayan,2,friedrichshain-kreuzberg
19425,Shayan,2,mitte
19426,Shayan,2,steglitz-zehlendorf
19427,Shayan,2,tempelhof-schoeneberg
19428,Sherin,4,charlottenburg-wilmersdorf
19429,Sherin,2,friedrichshain-kreuzberg
19430,Sherin,6,mitte
19431,Sherin,2,neukoelln
19432,Shiloh,2,mitte
19433,Shirin,5,charlottenburg-wilmersdorf
19434,Shirin,5,friedrichshain-kreuzberg
19435,Shirin,18,mitte
19436,Shirin,6,neukoelln
19437,Shirin,7,pankow
19438,Shirin,2,reinickendorf
19439,Shirin,8,spandau
19440,Shirin,10,tempelhof-schoeneberg
19441,Shirley,2,pankow
19442,Shivaan,2,tempelhof-schoeneberg
19443,Shoshana,2,tempelhof-schoeneberg
19444,Shuhratbekovič,2,mitte
19445,Siara,2,friedrichshain-kreuzberg
19446,Sibel,2,charlottenburg-wilmersdorf
19447,Sibel,6,mitte
19448,Sibel,3,neukoelln
19449,Sibel,7,tempelhof-schoeneberg
19450,Sibeldzhanova,2,neukoelln
19451,Sibylle,2,lichtenberg
19452,Sidar,4,mitte
19453,Sidar,2,tempelhof-schoeneberg
19454,Sidelya,2,tempelhof-schoeneberg
19455,Sidney,2,lichtenberg
19456,Sidney,3,mitte
19457,Sidney,5,pankow
19458,Sidney,2,tempelhof-schoeneberg
19459,Sidra,4,charlottenburg-wilmersdorf
19460,Sidra,6,friedrichshain-kreuzberg
19461,Sidra,2,lichtenberg
19462,Sidra,4,mitte
19463,Sidra,2,neukoelln
19464,Sidra,2,pankow
19465,Sidra,2,spandau
19466,Sidra,8,tempelhof-schoeneberg
19467,Siegfried,5,charlottenburg-wilmersdorf
19468,Siegfried,9,friedrichshain-kreuzberg
19469,Siegfried,3,lichtenberg
19470,Siegfried,2,marzahn-hellersdorf
19471,Siegfried,8,mitte
19472,Siegfried,16,pankow
19473,Siegfried,12,spandau
19474,Siegfried,7,tempelhof-schoeneberg
19475,Siena,4,charlottenburg-wilmersdorf
19476,Sienna,7,charlottenburg-wilmersdorf
19477,Sienna,2,mitte
19478,Sienna,7,tempelhof-schoeneberg
19479,Sigrid,2,mitte
19480,Sigrid,2,tempelhof-schoeneberg
19481,Siham,2,reinickendorf
19482,Siham,2,tempelhof-schoeneberg
19483,Sila,4,charlottenburg-wilmersdorf
19484,Sila,15,friedrichshain-kreuzberg
19485,Sila,5,lichtenberg
19486,Sila,8,mitte
19487,Sila,11,neukoelln
19488,Sila,2,reinickendorf
19489,Sila,2,spandau
19490,Sila,11,tempelhof-schoeneberg
19491,Silas,26,charlottenburg-wilmersdorf
19492,Silas,9,friedrichshain-kreuzberg
19493,Silas,17,lichtenberg
19494,Silas,2,marzahn-hellersdorf
19495,Silas,11,mitte
19496,Silas,11,neukoelln
19497,Silas,29,pankow
19498,Silas,14,spandau
19499,Silas,4,steglitz-zehlendorf
19500,Silas,25,tempelhof-schoeneberg
19501,Silas,2,treptow-koepenick
19502,Silias,2,charlottenburg-wilmersdorf
19503,Silin,2,charlottenburg-wilmersdorf
19504,Silin,2,friedrichshain-kreuzberg
19505,Silin,2,tempelhof-schoeneberg
19506,Silina,2,tempelhof-schoeneberg
19507,Silja,2,spandau
19508,Silke,2,pankow
19509,Silvan,5,spandau
19510,Silvana,2,mitte
19511,Silvana,2,spandau
19512,Silvester,2,charlottenburg-wilmersdorf
19513,Silvia,9,charlottenburg-wilmersdorf
19514,Silvia,6,friedrichshain-kreuzberg
19515,Silvia,2,lichtenberg
19516,Silvia,2,marzahn-hellersdorf
19517,Silvia,10,mitte
19518,Silvia,4,neukoelln
19519,Silvia,6,pankow
19520,Silvia,5,spandau
19521,Silvia,2,tempelhof-schoeneberg
19522,Silvio,2,lichtenberg
19523,Sima,2,charlottenburg-wilmersdorf
19524,Simay,4,charlottenburg-wilmersdorf
19525,Simay,5,friedrichshain-kreuzberg
19526,Simay,6,mitte
19527,Simay,2,pankow
19528,Simay,2,reinickendorf
19529,Simay,6,tempelhof-schoeneberg
19530,Simeon,2,friedrichshain-kreuzberg
19531,Simeon,7,mitte
19532,Simeon,5,pankow
19533,Simeon,5,spandau
19534,Simeon,4,tempelhof-schoeneberg
19535,Simeonov,2,mitte
19536,Simeonov,2,reinickendorf
19537,Simon,123,charlottenburg-wilmersdorf
19538,Simon,88,friedrichshain-kreuzberg
19539,Simon,54,lichtenberg
19540,Simon,29,marzahn-hellersdorf
19541,Simon,76,mitte
19542,Simon,43,neukoelln
19543,Simon,107,pankow
19544,Simon,17,reinickendorf
19545,Simon,76,spandau
19546,Simon,24,steglitz-zehlendorf
19547,Simon,139,tempelhof-schoeneberg
19548,Simon,21,treptow-koepenick
19549,Simona,2,friedrichshain-kreuzberg
19550,Simona,2,mitte
19551,Simone,2,charlottenburg-wilmersdorf
19552,Simone,4,mitte
19553,Simone,2,neukoelln
19554,Simone,2,pankow
19555,Simone,5,spandau
19556,Simone,4,tempelhof-schoeneberg
19557,Simão,2,mitte
19558,Simón,2,charlottenburg-wilmersdorf
19559,Simón,2,friedrichshain-kreuzberg
19560,Sina,10,charlottenburg-wilmersdorf
19561,Sina,8,friedrichshain-kreuzberg
19562,Sina,12,lichtenberg
19563,Sina,5,marzahn-hellersdorf
19564,Sina,2,mitte
19565,Sina,6,neukoelln
19566,Sina,15,pankow
19567,Sina,4,spandau
19568,Sina,3,steglitz-zehlendorf
19569,Sina,16,tempelhof-schoeneberg
19570,Sina,6,treptow-koepenick
19571,Sinan,9,charlottenburg-wilmersdorf
19572,Sinan,6,friedrichshain-kreuzberg
19573,Sinan,2,lichtenberg
19574,Sinan,13,mitte
19575,Sinan,5,neukoelln
19576,Sinan,2,reinickendorf
19577,Sinan,2,spandau
19578,Sinan,12,tempelhof-schoeneberg
19579,Sinan,2,treptow-koepenick
19580,Sinem,2,charlottenburg-wilmersdorf
19581,Sinem,3,friedrichshain-kreuzberg
19582,Sinem,2,mitte
19583,Sinem,7,neukoelln
19584,Sinem,2,spandau
19585,Singh,4,friedrichshain-kreuzberg
19586,Singh,10,lichtenberg
19587,Singh,2,mitte
19588,Singh,4,pankow
19589,Singh,3,spandau
19590,Singh,5,tempelhof-schoeneberg
19591,Sinja,2,lichtenberg
19592,Sinja,2,spandau
19593,Sinje,2,pankow
19594,Sipan,2,friedrichshain-kreuzberg
19595,Sira,2,charlottenburg-wilmersdorf
19596,Sirac,4,mitte
19597,Sirac,2,pankow
19598,Siraç,2,mitte
19599,Siri,2,friedrichshain-kreuzberg
19600,Siri,2,tempelhof-schoeneberg
19601,Sirin,2,friedrichshain-kreuzberg
19602,Sirin,4,neukoelln
19603,Sirin,2,tempelhof-schoeneberg
19604,Sirius,2,mitte
19605,Sissi,2,mitte
19606,Skadi,6,charlottenburg-wilmersdorf
19607,Skadi,2,friedrichshain-kreuzberg
19608,Skadi,6,lichtenberg
19609,Skadi,2,marzahn-hellersdorf
19610,Skadi,4,mitte
19611,Skadi,14,pankow
19612,Skadi,2,reinickendorf
19613,Skadi,2,spandau
19614,Skadi,5,tempelhof-schoeneberg
19615,Skadi,2,treptow-koepenick
19616,Sky,3,charlottenburg-wilmersdorf
19617,Sky,2,lichtenberg
19618,Sky,2,mitte
19619,Sky,8,pankow
19620,Sky,2,spandau
19621,Sky,2,treptow-koepenick
19622,Skye,2,tempelhof-schoeneberg
19623,Skyla,2,lichtenberg
19624,Skyla,3,spandau
19625,Skylar,2,marzahn-hellersdorf
19626,Skylar,3,spandau
19627,Skylar,2,tempelhof-schoeneberg
19628,Skyler,2,pankow
19629,Slavova,4,mitte
19630,Smilla,21,charlottenburg-wilmersdorf
19631,Smilla,23,friedrichshain-kreuzberg
19632,Smilla,3,lichtenberg
19633,Smilla,6,mitte
19634,Smilla,8,neukoelln
19635,Smilla,23,pankow
19636,Smilla,13,spandau
19637,Smilla,2,steglitz-zehlendorf
19638,Smilla,26,tempelhof-schoeneberg
19639,Smilla,4,treptow-koepenick
19640,Snezana,3,mitte
19641,Snezhanova,2,friedrichshain-kreuzberg
19642,Sobhan,2,mitte
19643,Sobhi,2,mitte
19644,Socorro,2,tempelhof-schoeneberg
19645,Soey,2,lichtenberg
19646,Soey,8,pankow
19647,Soey,4,spandau
19648,Sofi,2,charlottenburg-wilmersdorf
19649,Sofi,2,marzahn-hellersdorf
19650,Sofi,4,spandau
19651,Sofia,198,charlottenburg-wilmersdorf
19652,Sofia,122,friedrichshain-kreuzberg
19653,Sofia,80,lichtenberg
19654,Sofia,39,marzahn-hellersdorf
19655,Sofia,148,mitte
19656,Sofia,94,neukoelln
19657,Sofia,129,pankow
19658,Sofia,25,reinickendorf
19659,Sofia,108,spandau
19660,Sofia,34,steglitz-zehlendorf
19661,Sofia,176,tempelhof-schoeneberg
19662,Sofia,19,treptow-koepenick
19663,Sofian,2,charlottenburg-wilmersdorf
19664,Sofie,57,charlottenburg-wilmersdorf
19665,Sofie,41,friedrichshain-kreuzberg
19666,Sofie,28,lichtenberg
19667,Sofie,8,marzahn-hellersdorf
19668,Sofie,40,mitte
19669,Sofie,20,neukoelln
19670,Sofie,71,pankow
19671,Sofie,10,reinickendorf
19672,Sofie,38,spandau
19673,Sofie,9,steglitz-zehlendorf
19674,Sofie,56,tempelhof-schoeneberg
19675,Sofie,8,treptow-koepenick
19676,Sofija,3,charlottenburg-wilmersdorf
19677,Sofija,2,lichtenberg
19678,Sofija,5,tempelhof-schoeneberg
19679,Sofyan,2,neukoelln
19680,Sofyan,2,tempelhof-schoeneberg
19681,Sofía,5,charlottenburg-wilmersdorf
19682,Sofía,2,friedrichshain-kreuzberg
19683,Sofía,2,lichtenberg
19684,Sofía,2,pankow
19685,Sofía,8,tempelhof-schoeneberg
19686,Soha,2,tempelhof-schoeneberg
19687,Soheil,2,spandau
19688,Sol,2,charlottenburg-wilmersdorf
19689,Sol,2,friedrichshain-kreuzberg
19690,Sol,2,mitte
19691,Sol,4,spandau
19692,Sol,6,tempelhof-schoeneberg
19693,Solea,2,neukoelln
19694,Solea,2,spandau
19695,Solea,3,tempelhof-schoeneberg
19696,Soleil,2,charlottenburg-wilmersdorf
19697,Soleil,2,friedrichshain-kreuzberg
19698,Soleil,2,pankow
19699,Soleil,2,tempelhof-schoeneberg
19700,Soleil,3,treptow-koepenick
19701,Soleyman,2,friedrichshain-kreuzberg
19702,Solomon,2,charlottenburg-wilmersdorf
19703,Solomon,7,mitte
19704,Solomon,7,neukoelln
19705,Solomon,4,pankow
19706,Solomon,2,steglitz-zehlendorf
19707,Solveig,5,charlottenburg-wilmersdorf
19708,Solveig,4,pankow
19709,Solveig,4,spandau
19710,Solveig,2,treptow-koepenick
19711,Solveigh,2,tempelhof-schoeneberg
19712,Son,2,friedrichshain-kreuzberg
19713,Son,2,lichtenberg
19714,Sonia,4,charlottenburg-wilmersdorf
19715,Sonia,5,pankow
19716,Sonja,15,charlottenburg-wilmersdorf
19717,Sonja,11,friedrichshain-kreuzberg
19718,Sonja,2,lichtenberg
19719,Sonja,4,marzahn-hellersdorf
19720,Sonja,2,mitte
19721,Sonja,4,neukoelln
19722,Sonja,12,pankow
19723,Sonja,2,reinickendorf
19724,Sonja,11,spandau
19725,Sonja,2,steglitz-zehlendorf
19726,Sonja,14,tempelhof-schoeneberg
19727,Sophia,448,charlottenburg-wilmersdorf
19728,Sophia,257,friedrichshain-kreuzberg
19729,Sophia,221,lichtenberg
19730,Sophia,70,marzahn-hellersdorf
19731,Sophia,299,mitte
19732,Sophia,152,neukoelln
19733,Sophia,353,pankow
19734,Sophia,55,reinickendorf
19735,Sophia,265,spandau
19736,Sophia,119,steglitz-zehlendorf
19737,Sophia,413,tempelhof-schoeneberg
19738,Sophia,88,treptow-koepenick
19739,Sophie,1009,charlottenburg-wilmersdorf
19740,Sophie,548,friedrichshain-kreuzberg
19741,Sophie,561,lichtenberg
19742,Sophie,194,marzahn-hellersdorf
19743,Sophie,668,mitte
19744,Sophie,441,neukoelln
19745,Sophie,863,pankow
19746,Sophie,135,reinickendorf
19747,Sophie,591,spandau
19748,Sophie,219,steglitz-zehlendorf
19749,Sophie,943,tempelhof-schoeneberg
19750,Sophie,224,treptow-koepenick
19751,Sophie-Charlotte,2,charlottenburg-wilmersdorf
19752,Sophie-Marie,2,lichtenberg
19753,Sophie-Marie,3,marzahn-hellersdorf
19754,Sophy,2,pankow
19755,Sora,2,mitte
19756,Soraya,11,charlottenburg-wilmersdorf
19757,Soraya,4,friedrichshain-kreuzberg
19758,Soraya,2,pankow
19759,Soraya,2,reinickendorf
19760,Soraya,4,spandau
19761,Soraya,3,steglitz-zehlendorf
19762,Soraya,16,tempelhof-schoeneberg
19763,Soraya,2,treptow-koepenick
19764,Sorin,2,neukoelln
19765,Souad,2,neukoelln
19766,Soufian,2,friedrichshain-kreuzberg
19767,Spencer,2,mitte
19768,Stacy,3,lichtenberg
19769,Stacy,2,mitte
19770,Stanislav,2,marzahn-hellersdorf
19771,Stanislavova,2,mitte
19772,Stanislavova,2,tempelhof-schoeneberg
19773,Stanisław,3,tempelhof-schoeneberg
19774,Stanley,4,charlottenburg-wilmersdorf
19775,Stanley,2,marzahn-hellersdorf
19776,Stanley,2,spandau
19777,Stanley,2,tempelhof-schoeneberg
19778,Stefan,48,charlottenburg-wilmersdorf
19779,Stefan,39,friedrichshain-kreuzberg
19780,Stefan,29,lichtenberg
19781,Stefan,10,marzahn-hellersdorf
19782,Stefan,40,mitte
19783,Stefan,14,neukoelln
19784,Stefan,43,pankow
19785,Stefan,2,reinickendorf
19786,Stefan,15,spandau
19787,Stefan,2,steglitz-zehlendorf
19788,Stefan,28,tempelhof-schoeneberg
19789,Stefan,4,treptow-koepenick
19790,Stefania,7,charlottenburg-wilmersdorf
19791,Stefania,4,friedrichshain-kreuzberg
19792,Stefania,2,lichtenberg
19793,Stefania,4,mitte
19794,Stefania,2,neukoelln
19795,Stefania,4,spandau
19796,Stefania,2,tempelhof-schoeneberg
19797,Stefanie,3,lichtenberg
19798,Stefanie,4,marzahn-hellersdorf
19799,Stefanie,2,mitte
19800,Stefanie,2,neukoelln
19801,Stefanie,7,pankow
19802,Stefanie,4,spandau
19803,Stefanie,4,steglitz-zehlendorf
19804,Stefanie,2,tempelhof-schoeneberg
19805,Stefanie,3,treptow-koepenick
19806,Stefanos,2,mitte
19807,Stefanov,4,mitte
19808,Stefanov,3,spandau
19809,Stefanova,2,friedrichshain-kreuzberg
19810,Stefanova,2,mitte
19811,Steffen,2,charlottenburg-wilmersdorf
19812,Steffen,4,friedrichshain-kreuzberg
19813,Steffen,8,lichtenberg
19814,Steffen,5,marzahn-hellersdorf
19815,Steffen,18,pankow
19816,Steffen,3,tempelhof-schoeneberg
19817,Steffi,2,friedrichshain-kreuzberg
19818,Steffi,2,lichtenberg
19819,Stefka,2,friedrichshain-kreuzberg
19820,Stella,93,charlottenburg-wilmersdorf
19821,Stella,58,friedrichshain-kreuzberg
19822,Stella,60,lichtenberg
19823,Stella,15,marzahn-hellersdorf
19824,Stella,55,mitte
19825,Stella,42,neukoelln
19826,Stella,94,pankow
19827,Stella,5,reinickendorf
19828,Stella,53,spandau
19829,Stella,15,steglitz-zehlendorf
19830,Stella,77,tempelhof-schoeneberg
19831,Stella,16,treptow-koepenick
19832,Stellan,2,neukoelln
19833,Stellan,2,spandau
19834,Stellan,2,tempelhof-schoeneberg
19835,Stephan,11,friedrichshain-kreuzberg
19836,Stephan,6,lichtenberg
19837,Stephan,6,marzahn-hellersdorf
19838,Stephan,22,mitte
19839,Stephan,4,neukoelln
19840,Stephan,22,pankow
19841,Stephan,2,reinickendorf
19842,Stephan,6,spandau
19843,Stephan,2,steglitz-zehlendorf
19844,Stephan,16,tempelhof-schoeneberg
19845,Stephan,2,treptow-koepenick
19846,Stephanie,2,charlottenburg-wilmersdorf
19847,Stephanie,2,friedrichshain-kreuzberg
19848,Stephanie,2,lichtenberg
19849,Stephanie,2,mitte
19850,Stephanie,5,pankow
19851,Stephanie,2,reinickendorf
19852,Stephanie,2,spandau
19853,Stephanie,8,tempelhof-schoeneberg
19854,Stephen,4,tempelhof-schoeneberg
19855,Steve,2,friedrichshain-kreuzberg
19856,Steve,2,lichtenberg
19857,Steve,4,marzahn-hellersdorf
19858,Steve,2,mitte
19859,Steve,2,neukoelln
19860,Steve,5,pankow
19861,Steven,7,charlottenburg-wilmersdorf
19862,Steven,12,friedrichshain-kreuzberg
19863,Steven,10,lichtenberg
19864,Steven,5,marzahn-hellersdorf
19865,Steven,11,mitte
19866,Steven,8,neukoelln
19867,Steven,2,pankow
19868,Steven,9,spandau
19869,Steven,4,tempelhof-schoeneberg
19870,Stina,3,charlottenburg-wilmersdorf
19871,Stine,2,charlottenburg-wilmersdorf
19872,Stine,2,friedrichshain-kreuzberg
19873,Stine,10,pankow
19874,Stine,2,spandau
19875,Stoyan,2,friedrichshain-kreuzberg
19876,Su,56,charlottenburg-wilmersdorf
19877,Su,45,friedrichshain-kreuzberg
19878,Su,47,mitte
19879,Su,33,neukoelln
19880,Su,5,pankow
19881,Su,4,reinickendorf
19882,Su,11,spandau
19883,Su,61,tempelhof-schoeneberg
19884,Subhi,2,charlottenburg-wilmersdorf
19885,Sude,2,charlottenburg-wilmersdorf
19886,Sude,4,friedrichshain-kreuzberg
19887,Sude,6,mitte
19888,Sude,2,neukoelln
19889,Sude,4,tempelhof-schoeneberg
19890,Sudenaz,2,friedrichshain-kreuzberg
19891,Sudenaz,7,neukoelln
19892,Sue,4,charlottenburg-wilmersdorf
19893,Sue,2,friedrichshain-kreuzberg
19894,Sue,4,neukoelln
19895,Sue,4,pankow
19896,Sue,2,spandau
19897,Sue,2,tempelhof-schoeneberg
19898,Sueda,2,mitte
19899,Suela,2,mitte
19900,Suela,2,neukoelln
19901,Sufyan,2,mitte
19902,Sufyan,2,tempelhof-schoeneberg
19903,Sulaiman,2,mitte
19904,Sulejman,2,neukoelln
19905,Suleyman,2,friedrichshain-kreuzberg
19906,Sultan,7,charlottenburg-wilmersdorf
19907,Sultan,9,friedrichshain-kreuzberg
19908,Sultan,13,mitte
19909,Sultan,10,neukoelln
19910,Sultan,5,pankow
19911,Sultan,13,tempelhof-schoeneberg
19912,Sumaja,2,friedrichshain-kreuzberg
19913,Sumaya,4,mitte
19914,Sumaya,2,spandau
19915,Sumaya,2,tempelhof-schoeneberg
19916,Sumayyah,3,mitte
19917,Sumi,2,charlottenburg-wilmersdorf
19918,Sumi,2,tempelhof-schoeneberg
19919,Summer,4,charlottenburg-wilmersdorf
19920,Summer,2,friedrichshain-kreuzberg
19921,Summer,13,lichtenberg
19922,Summer,5,marzahn-hellersdorf
19923,Summer,8,mitte
19924,Summer,7,neukoelln
19925,Summer,18,pankow
19926,Summer,3,reinickendorf
19927,Summer,10,spandau
19928,Summer,2,steglitz-zehlendorf
19929,Summer,8,tempelhof-schoeneberg
19930,Suna,2,charlottenburg-wilmersdorf
19931,Suna,4,friedrichshain-kreuzberg
19932,Suna,4,mitte
19933,Suna,2,neukoelln
19934,Suna,2,spandau
19935,Sundus,2,mitte
19936,Sunna,2,mitte
19937,Sunniva,2,spandau
19938,Sunny,3,charlottenburg-wilmersdorf
19939,Sunny,4,friedrichshain-kreuzberg
19940,Sunny,2,marzahn-hellersdorf
19941,Sunny,2,mitte
19942,Sunny,7,pankow
19943,Sunny,3,treptow-koepenick
19944,Sunshine,2,lichtenberg
19945,Sura,4,charlottenburg-wilmersdorf
19946,Sura,2,friedrichshain-kreuzberg
19947,Sura,2,tempelhof-schoeneberg
19948,Suraya,2,friedrichshain-kreuzberg
19949,Suri,5,tempelhof-schoeneberg
19950,Susan,2,friedrichshain-kreuzberg
19951,Susan,2,mitte
19952,Susann,2,charlottenburg-wilmersdorf
19953,Susann,2,mitte
19954,Susann,5,pankow
19955,Susanna,5,charlottenburg-wilmersdorf
19956,Susanna,4,friedrichshain-kreuzberg
19957,Susanna,4,mitte
19958,Susanna,2,reinickendorf
19959,Susanna,2,spandau
19960,Susanna,2,steglitz-zehlendorf
19961,Susanna,2,tempelhof-schoeneberg
19962,Susanne,7,charlottenburg-wilmersdorf
19963,Susanne,3,friedrichshain-kreuzberg
19964,Susanne,2,lichtenberg
19965,Susanne,4,marzahn-hellersdorf
19966,Susanne,2,mitte
19967,Susanne,6,neukoelln
19968,Susanne,12,pankow
19969,Susanne,8,spandau
19970,Susanne,4,steglitz-zehlendorf
19971,Susanne,19,tempelhof-schoeneberg
19972,Suvi,2,charlottenburg-wilmersdorf
19973,Suvi,2,neukoelln
19974,Suzan,2,mitte
19975,Suzana,2,mitte
19976,Suzanne,3,friedrichshain-kreuzberg
19977,Suzanne,4,tempelhof-schoeneberg
19978,Suzanov,2,mitte
19979,Suzi,2,mitte
19980,Svea,13,charlottenburg-wilmersdorf
19981,Svea,7,friedrichshain-kreuzberg
19982,Svea,8,lichtenberg
19983,Svea,2,marzahn-hellersdorf
19984,Svea,2,mitte
19985,Svea,8,neukoelln
19986,Svea,29,pankow
19987,Svea,2,reinickendorf
19988,Svea,7,spandau
19989,Svea,4,steglitz-zehlendorf
19990,Svea,15,tempelhof-schoeneberg
19991,Svea,5,treptow-koepenick
19992,Sven,5,charlottenburg-wilmersdorf
19993,Sven,17,friedrichshain-kreuzberg
19994,Sven,19,lichtenberg
19995,Sven,2,marzahn-hellersdorf
19996,Sven,6,mitte
19997,Sven,19,neukoelln
19998,Sven,26,pankow
19999,Sven,2,reinickendorf
20000,Sven,9,spandau
20001,Sven,4,steglitz-zehlendorf
20002,Sven,16,tempelhof-schoeneberg
20003,Sven,6,treptow-koepenick
20004,Svenja,3,charlottenburg-wilmersdorf
20005,Svenja,2,friedrichshain-kreuzberg
20006,Svenja,6,lichtenberg
20007,Svenja,2,mitte
20008,Svenja,2,tempelhof-schoeneberg
20009,Svenja,2,treptow-koepenick
20010,Sverre,2,lichtenberg
20011,Svetlana,2,charlottenburg-wilmersdorf
20012,Svetlanova,2,mitte
20013,Swanhild,2,charlottenburg-wilmersdorf
20014,Swea,2,friedrichshain-kreuzberg
20015,Sybille,2,friedrichshain-kreuzberg
20016,Sydney,2,friedrichshain-kreuzberg
20017,Sydney,2,lichtenberg
20018,Sydney,2,marzahn-hellersdorf
20019,Sydney,2,mitte
20020,Sydney,2,neukoelln
20021,Syed,2,friedrichshain-kreuzberg
20022,Syeda,2,charlottenburg-wilmersdorf
20023,Syeda,2,tempelhof-schoeneberg
