,vorname,anzahl,bezirk
775,Alicia,8,marzahn-hellersdorf
776,Alicia,32,mitte
777,Alicia,30,neukoelln
778,Alicia,38,pankow
779,Alicia,9,reinickendorf
780,Alicia,28,spandau
781,Alicia,2,steglitz-zehlendorf
782,Alicia,31,tempelhof-schoeneberg
783,Alicia,6,treptow-koepenick
784,Alicja,8,charlottenburg-wilmersdorf
785,Alicja,5,mitte
786,Alicja,5,neukoelln
787,Alicja,2,pankow
788,Alicja,4,reinickendorf
789,Alicja,6,spandau
790,Alicja,2,steglitz-zehlendorf
791,Alicja,17,tempelhof-schoeneberg
792,Aliev,2,friedrichshain-kreuzberg
793,Aliev,2,mitte
794,Alieva,4,mitte
795,Alievič,2,charlottenburg-wilmersdorf
796,Alija,2,lichtenberg
797,Alija,2,mitte
798,Alijandro,2,friedrichshain-kreuzberg
799,Alim,4,charlottenburg-wilmersdorf
800,Alim,2,mitte
801,Alim,4,neukoelln
802,Alim,4,tempelhof-schoeneberg
803,Alima,2,friedrichshain-kreuzberg
804,Alin,4,charlottenburg-wilmersdorf
805,Alin,2,friedrichshain-kreuzberg
806,Alin,3,lichtenberg
807,Alin,2,mitte
808,Alin,10,neukoelln
809,Alin,2,reinickendorf
810,Alin,5,tempelhof-schoeneberg
811,Alina,83,charlottenburg-wilmersdorf
812,Alina,63,friedrichshain-kreuzberg
813,Alina,106,lichtenberg
814,Alina,44,marzahn-hellersdorf
815,Alina,88,mitte
816,Alina,65,neukoelln
817,Alina,108,pankow
818,Alina,28,reinickendorf
819,Alina,75,spandau
820,Alina,18,steglitz-zehlendorf
821,Alina,112,tempelhof-schoeneberg
822,Alina,20,treptow-koepenick
823,Aline,5,charlottenburg-wilmersdorf
824,Aline,2,mitte
825,Aline,4,tempelhof-schoeneberg
826,Alisa,36,charlottenburg-wilmersdorf
827,Alisa,20,friedrichshain-kreuzberg
828,Alisa,17,lichtenberg
829,Alisa,6,marzahn-hellersdorf
830,Alisa,32,mitte
831,Alisa,11,neukoelln
832,Alisa,12,pankow
833,Alisa,2,reinickendorf
834,Alisa,13,spandau
835,Alisa,4,steglitz-zehlendorf
836,Alisa,16,tempelhof-schoeneberg
837,Alisa,3,treptow-koepenick
838,Alisar,2,mitte
839,Alisha,6,charlottenburg-wilmersdorf
840,Alisha,7,friedrichshain-kreuzberg
841,Alisha,4,lichtenberg
842,Alisha,9,mitte
843,Alisha,8,neukoelln
844,Alisha,2,reinickendorf
845,Alisha,4,spandau
846,Alisha,8,tempelhof-schoeneberg
847,Alisia,2,lichtenberg
848,Alison,2,tempelhof-schoeneberg
849,Alissa,16,charlottenburg-wilmersdorf
850,Alissa,8,friedrichshain-kreuzberg
851,Alissa,16,lichtenberg
852,Alissa,6,marzahn-hellersdorf
853,Alissa,6,mitte
854,Alissa,12,neukoelln
855,Alissa,14,pankow
856,Alissa,6,reinickendorf
857,Alissa,12,spandau
858,Alissa,20,tempelhof-schoeneberg
859,Alissar,2,mitte
860,Alissia,4,mitte
861,Alissia,2,spandau
862,Alister,2,mitte
863,Alix,2,mitte
864,Aliya,40,charlottenburg-wilmersdorf
865,Aliya,16,friedrichshain-kreuzberg
866,Aliya,4,lichtenberg
867,Aliya,2,marzahn-hellersdorf
868,Aliya,22,mitte
869,Aliya,25,neukoelln
870,Aliya,5,pankow
871,Aliya,10,spandau
872,Aliya,6,steglitz-zehlendorf
873,Aliya,27,tempelhof-schoeneberg
874,Aliyah,31,charlottenburg-wilmersdorf
875,Aliyah,14,friedrichshain-kreuzberg
876,Aliyah,4,lichtenberg
877,Aliyah,18,mitte
878,Aliyah,21,neukoelln
879,Aliyah,5,pankow
880,Aliyah,4,reinickendorf
881,Aliyah,13,spandau
882,Aliyah,26,tempelhof-schoeneberg
883,Aliyar,2,charlottenburg-wilmersdorf
884,Aliyar,2,friedrichshain-kreuzberg
885,Aliza,2,charlottenburg-wilmersdorf
886,Aliza,2,lichtenberg
887,Aliza,2,tempelhof-schoeneberg
888,Aljona,2,pankow
889,Aljoscha,6,charlottenburg-wilmersdorf
890,Aljoscha,2,friedrichshain-kreuzberg
891,Aljoscha,2,lichtenberg
892,Aljoscha,2,mitte
893,Aljoscha,8,pankow
894,Aljoscha,4,spandau
895,Aljoscha,4,tempelhof-schoeneberg
896,Allan,2,mitte
897,Allegra,6,charlottenburg-wilmersdorf
898,Allegra,4,tempelhof-schoeneberg
899,Allen,2,charlottenburg-wilmersdorf
900,Allen,2,tempelhof-schoeneberg
901,Allison,2,pankow
902,Allison,2,spandau
903,Alma,185,charlottenburg-wilmersdorf
904,Alma,145,friedrichshain-kreuzberg
905,Alma,44,lichtenberg
906,Alma,9,marzahn-hellersdorf
907,Alma,137,mitte
908,Alma,44,neukoelln
909,Alma,161,pankow
910,Alma,2,reinickendorf
911,Alma,120,spandau
912,Alma,16,steglitz-zehlendorf
913,Alma,178,tempelhof-schoeneberg
914,Alma,28,treptow-koepenick
915,Almas,4,mitte
916,Almila,2,charlottenburg-wilmersdorf
917,Almin,2,mitte
918,Almina,2,charlottenburg-wilmersdorf
919,Almina,4,friedrichshain-kreuzberg
920,Almina,2,neukoelln
921,Almina,2,reinickendorf
922,Almina,2,steglitz-zehlendorf
923,Almir,3,friedrichshain-kreuzberg
924,Almir,4,mitte
925,Almir,4,neukoelln
926,Almir,3,spandau
927,Almira,5,charlottenburg-wilmersdorf
928,Almira,2,friedrichshain-kreuzberg
929,Almira,7,mitte
930,Almira,2,neukoelln
931,Almira,2,pankow
932,Alois,9,charlottenburg-wilmersdorf
933,Alois,2,friedrichshain-kreuzberg
934,Alois,2,mitte
935,Alois,4,spandau
936,Alois,8,tempelhof-schoeneberg
937,Alon,2,friedrichshain-kreuzberg
938,Alon,2,pankow
939,Alonso,2,neukoelln
940,Alp,6,charlottenburg-wilmersdorf
941,Alp,10,friedrichshain-kreuzberg
942,Alp,8,mitte
943,Alp,6,neukoelln
944,Alp,5,spandau
945,Alp,32,tempelhof-schoeneberg
946,Alparslan,12,charlottenburg-wilmersdorf
947,Alparslan,8,friedrichshain-kreuzberg
948,Alparslan,15,mitte
949,Alparslan,5,neukoelln
950,Alparslan,2,pankow
951,Alparslan,2,reinickendorf
952,Alparslan,6,spandau
953,Alparslan,13,tempelhof-schoeneberg
954,Alpaslan,2,friedrichshain-kreuzberg
955,Alpaslan,2,neukoelln
956,Alpaslan,2,reinickendorf
957,Alpaslan,3,tempelhof-schoeneberg
958,Alpay,2,neukoelln
959,Alpay,2,spandau
960,Alpay,5,tempelhof-schoeneberg
961,Alper,8,charlottenburg-wilmersdorf
962,Alper,3,friedrichshain-kreuzberg
963,Alper,18,mitte
964,Alper,8,neukoelln
965,Alper,6,tempelhof-schoeneberg
966,Alperen,2,charlottenburg-wilmersdorf
967,Alperen,6,friedrichshain-kreuzberg
968,Alperen,5,mitte
969,Alperen,6,neukoelln
970,Alperen,14,tempelhof-schoeneberg
971,Alpha,2,friedrichshain-kreuzberg
972,Altan,3,mitte
973,Altan,2,tempelhof-schoeneberg
974,Altay,2,mitte
975,Altay,2,neukoelln
976,Altin,2,mitte
977,Alva,89,charlottenburg-wilmersdorf
978,Alva,84,friedrichshain-kreuzberg
979,Alva,12,lichtenberg
980,Alva,58,mitte
981,Alva,6,neukoelln
982,Alva,75,pankow
983,Alva,4,reinickendorf
984,Alva,54,spandau
985,Alva,7,steglitz-zehlendorf
986,Alva,78,tempelhof-schoeneberg
987,Alva,22,treptow-koepenick
988,Alvar,9,charlottenburg-wilmersdorf
989,Alvar,16,friedrichshain-kreuzberg
990,Alvar,10,mitte
991,Alvar,6,neukoelln
992,Alvar,4,pankow
993,Alvar,11,spandau
994,Alvar,2,tempelhof-schoeneberg
995,Alvar,2,treptow-koepenick
996,Alvaro,2,mitte
997,Alvin,4,charlottenburg-wilmersdorf
998,Alvin,15,friedrichshain-kreuzberg
999,Alvin,2,lichtenberg
1000,Alvin,6,mitte
1001,Alvin,2,neukoelln
1002,Alvin,2,spandau
1003,Alvin,2,steglitz-zehlendorf
1004,Alvin,3,tempelhof-schoeneberg
1005,Alvin,2,treptow-koepenick
1006,Alwin,12,charlottenburg-wilmersdorf
1007,Alwin,12,friedrichshain-kreuzberg
1008,Alwin,5,lichtenberg
1009,Alwin,2,marzahn-hellersdorf
1010,Alwin,2,mitte
1011,Alwin,2,neukoelln
1012,Alwin,15,pankow
1013,Alwin,4,spandau
1014,Alwin,2,tempelhof-schoeneberg
1015,Alwina,2,treptow-koepenick
1016,Alya,20,charlottenburg-wilmersdorf
1017,Alya,12,friedrichshain-kreuzberg
1018,Alya,11,mitte
1019,Alya,16,neukoelln
1020,Alya,2,reinickendorf
1021,Alya,2,spandau
1022,Alya,28,tempelhof-schoeneberg
1023,Alysha,2,charlottenburg-wilmersdorf
1024,Alyssa,4,charlottenburg-wilmersdorf
1025,Alyssa,6,mitte
1026,Alyssa,6,pankow
1027,Alyssa,4,tempelhof-schoeneberg
1028,Amadea,3,friedrichshain-kreuzberg
1029,Amadea,4,tempelhof-schoeneberg
1030,Amadeo,3,charlottenburg-wilmersdorf
1031,Amadeo,2,pankow
1032,Amadeus,12,charlottenburg-wilmersdorf
1033,Amadeus,13,friedrichshain-kreuzberg
1034,Amadeus,5,lichtenberg
1035,Amadeus,7,mitte
1036,Amadeus,4,neukoelln
1037,Amadeus,16,pankow
1038,Amadeus,4,spandau
1039,Amadeus,2,steglitz-zehlendorf
1040,Amadeus,10,tempelhof-schoeneberg
1041,Amadeus,2,treptow-koepenick
1042,Amadou,2,friedrichshain-kreuzberg
1043,Amaia,2,charlottenburg-wilmersdorf
1044,Amaia,2,neukoelln
1045,Amaia,2,pankow
1046,Amal,13,charlottenburg-wilmersdorf
1047,Amal,13,friedrichshain-kreuzberg
1048,Amal,2,lichtenberg
1049,Amal,24,mitte
1050,Amal,7,neukoelln
1051,Amal,2,pankow
1052,Amal,4,reinickendorf
1053,Amal,11,tempelhof-schoeneberg
1054,Amali,2,neukoelln
1055,Amali,2,spandau
1056,Amalia,158,charlottenburg-wilmersdorf
1057,Amalia,92,friedrichshain-kreuzberg
1058,Amalia,52,lichtenberg
1059,Amalia,4,marzahn-hellersdorf
1060,Amalia,125,mitte
1061,Amalia,46,neukoelln
1062,Amalia,118,pankow
1063,Amalia,12,reinickendorf
1064,Amalia,77,spandau
1065,Amalia,19,steglitz-zehlendorf
1066,Amalia,119,tempelhof-schoeneberg
1067,Amalia,22,treptow-koepenick
1068,Amalie,6,charlottenburg-wilmersdorf
1069,Amalie,2,lichtenberg
1070,Amalie,5,mitte
1071,Amalie,2,neukoelln
1072,Amalie,2,spandau
1073,Amalie,8,tempelhof-schoeneberg
1074,Amalya,6,tempelhof-schoeneberg
1075,Aman,2,pankow
1076,Amanda,8,charlottenburg-wilmersdorf
1077,Amanda,14,friedrichshain-kreuzberg
1078,Amanda,8,lichtenberg
1079,Amanda,8,mitte
1080,Amanda,4,neukoelln
1081,Amanda,10,pankow
1082,Amanda,2,reinickendorf
1083,Amanda,12,spandau
1084,Amanda,6,steglitz-zehlendorf
1085,Amanda,15,tempelhof-schoeneberg
1086,Amandus,6,pankow
1087,Amani,12,charlottenburg-wilmersdorf
1088,Amani,6,friedrichshain-kreuzberg
1089,Amani,13,mitte
1090,Amani,7,neukoelln
1091,Amani,11,tempelhof-schoeneberg
1092,Amany,2,mitte
1093,Amar,17,charlottenburg-wilmersdorf
1094,Amar,24,friedrichshain-kreuzberg
1095,Amar,3,lichtenberg
1096,Amar,3,marzahn-hellersdorf
1097,Amar,35,mitte
1098,Amar,40,neukoelln
1099,Amar,2,pankow
1100,Amar,9,spandau
1101,Amar,29,tempelhof-schoeneberg
1102,Amara,4,charlottenburg-wilmersdorf
1103,Amara,6,friedrichshain-kreuzberg
1104,Amara,2,lichtenberg
1105,Amara,14,mitte
1106,Amara,9,neukoelln
1107,Amara,15,pankow
1108,Amara,2,reinickendorf
1109,Amara,7,spandau
1110,Amara,2,steglitz-zehlendorf
1111,Amara,18,tempelhof-schoeneberg
1112,Amara,2,treptow-koepenick
1113,Amari,8,charlottenburg-wilmersdorf
1114,Amari,2,lichtenberg
1115,Amaris,2,friedrichshain-kreuzberg
1116,Amaro,2,charlottenburg-wilmersdorf
1117,Amaro,5,spandau
1118,Amaru,2,charlottenburg-wilmersdorf
1119,Amaru,2,friedrichshain-kreuzberg
1120,Amaru,2,neukoelln
1121,Amaru,4,pankow
1122,Amaru,5,tempelhof-schoeneberg
1123,Amaury,4,pankow
1124,Amaury,2,tempelhof-schoeneberg
1125,Amaya,29,charlottenburg-wilmersdorf
1126,Amaya,5,friedrichshain-kreuzberg
1127,Amaya,12,mitte
1128,Amaya,2,neukoelln
1129,Amaya,2,pankow
1130,Amaya,4,reinickendorf
1131,Amaya,4,spandau
1132,Amaya,19,tempelhof-schoeneberg
1133,Amber,4,friedrichshain-kreuzberg
1134,Amber,4,mitte
1135,Amber,2,neukoelln
1136,Amber,7,spandau
1137,Amber,2,tempelhof-schoeneberg
1138,Ambrose,2,friedrichshain-kreuzberg
1139,Amel,2,neukoelln
1140,Amela,2,mitte
1141,Amela,2,spandau
1142,Ameli,2,lichtenberg
1143,Amelia,75,charlottenburg-wilmersdorf
1144,Amelia,57,friedrichshain-kreuzberg
1145,Amelia,45,lichtenberg
1146,Amelia,7,marzahn-hellersdorf
1147,Amelia,57,mitte
1148,Amelia,36,neukoelln
1149,Amelia,66,pankow
1150,Amelia,20,reinickendorf
1151,Amelia,64,spandau
1152,Amelia,22,steglitz-zehlendorf
1153,Amelia,98,tempelhof-schoeneberg
1154,Amelia,5,treptow-koepenick
1155,Amelie,194,charlottenburg-wilmersdorf
1156,Amelie,110,friedrichshain-kreuzberg
1157,Amelie,124,lichtenberg
1158,Amelie,56,marzahn-hellersdorf
1159,Amelie,114,mitte
1160,Amelie,97,neukoelln
1161,Amelie,207,pankow
1162,Amelie,30,reinickendorf
1163,Amelie,138,spandau
1164,Amelie,39,steglitz-zehlendorf
1165,Amelie,206,tempelhof-schoeneberg
1166,Amelie,51,treptow-koepenick
1167,Amelina,2,pankow
1168,Ameliya,2,mitte
1169,Amelié,2,marzahn-hellersdorf
1170,Amely,2,charlottenburg-wilmersdorf
1171,Amely,3,friedrichshain-kreuzberg
1172,Amely,5,lichtenberg
1173,Amely,2,pankow
1174,Amely,2,spandau
1175,Amer,2,mitte
1176,Amer,2,spandau
1177,Amil,2,lichtenberg
1178,Amila,4,charlottenburg-wilmersdorf
1179,Amila,2,lichtenberg
1180,Amila,2,neukoelln
1181,Amila,2,tempelhof-schoeneberg
1182,Amilia,21,charlottenburg-wilmersdorf
1183,Amilia,5,friedrichshain-kreuzberg
1184,Amilia,13,lichtenberg
1185,Amilia,2,marzahn-hellersdorf
1186,Amilia,16,mitte
1187,Amilia,11,neukoelln
1188,Amilia,20,pankow
1189,Amilia,9,spandau
1190,Amilia,27,tempelhof-schoeneberg
1191,Amilia,5,treptow-koepenick
1192,Amin,39,charlottenburg-wilmersdorf
1193,Amin,16,friedrichshain-kreuzberg
1194,Amin,4,lichtenberg
1195,Amin,32,mitte
1196,Amin,32,neukoelln
1197,Amin,2,pankow
1198,Amin,4,reinickendorf
1199,Amin,14,spandau
1200,Amin,48,tempelhof-schoeneberg
1201,Amina,58,charlottenburg-wilmersdorf
1202,Amina,28,friedrichshain-kreuzberg
1203,Amina,32,lichtenberg
1204,Amina,6,marzahn-hellersdorf
1205,Amina,67,mitte
1206,Amina,38,neukoelln
1207,Amina,30,pankow
1208,Amina,11,reinickendorf
1209,Amina,22,spandau
1210,Amina,2,steglitz-zehlendorf
1211,Amina,68,tempelhof-schoeneberg
1212,Amina,6,treptow-koepenick
1213,Amine,15,friedrichshain-kreuzberg
1214,Amine,7,mitte
1215,Amine,5,neukoelln
1216,Amine,3,reinickendorf
1217,Amine,14,tempelhof-schoeneberg
1218,Amir,93,charlottenburg-wilmersdorf
1219,Amir,86,friedrichshain-kreuzberg
1220,Amir,44,lichtenberg
1221,Amir,2,marzahn-hellersdorf
1222,Amir,157,mitte
1223,Amir,138,neukoelln
1224,Amir,19,pankow
1225,Amir,25,reinickendorf
1226,Amir,28,spandau
1227,Amir,5,steglitz-zehlendorf
1228,Amir,128,tempelhof-schoeneberg
1229,Amir,6,treptow-koepenick
1230,Amira,77,charlottenburg-wilmersdorf
1231,Amira,51,friedrichshain-kreuzberg
1232,Amira,28,lichtenberg
1233,Amira,9,marzahn-hellersdorf
1234,Amira,98,mitte
1235,Amira,60,neukoelln
1236,Amira,31,pankow
1237,Amira,16,reinickendorf
1238,Amira,52,spandau
1239,Amira,6,steglitz-zehlendorf
1240,Amira,71,tempelhof-schoeneberg
1241,Amira,9,treptow-koepenick
1242,Amit,2,charlottenburg-wilmersdorf
1243,Amjad,2,mitte
1244,Ammar,7,charlottenburg-wilmersdorf
1245,Ammar,2,friedrichshain-kreuzberg
1246,Ammar,8,mitte
1247,Ammar,2,neukoelln
1248,Ammar,2,tempelhof-schoeneberg
1249,Amna,2,friedrichshain-kreuzberg
1250,Amna,2,mitte
1251,Amon,13,charlottenburg-wilmersdorf
1252,Amon,6,friedrichshain-kreuzberg
1253,Amon,3,lichtenberg
1254,Amon,7,mitte
1255,Amon,4,neukoelln
1256,Amon,6,pankow
1257,Amon,5,spandau
1258,Amon,2,steglitz-zehlendorf
1259,Amon,2,tempelhof-schoeneberg
1260,Amos,7,charlottenburg-wilmersdorf
1261,Amos,3,friedrichshain-kreuzberg
1262,Amos,2,neukoelln
1263,Amos,2,pankow
1264,Amos,2,reinickendorf
1265,Amos,3,spandau
1266,Amos,7,tempelhof-schoeneberg
1267,Amos,2,treptow-koepenick
1268,Amr,2,charlottenburg-wilmersdorf
1269,Amr,2,mitte
1270,Amra,2,charlottenburg-wilmersdorf
1271,Amra,2,mitte
1272,Amra,2,neukoelln
1273,Amy,20,charlottenburg-wilmersdorf
1274,Amy,42,friedrichshain-kreuzberg
1275,Amy,50,lichtenberg
1276,Amy,24,marzahn-hellersdorf
1277,Amy,27,mitte
1278,Amy,33,neukoelln
1279,Amy,59,pankow
1280,Amy,12,reinickendorf
1281,Amy,51,spandau
1282,Amy,5,steglitz-zehlendorf
1283,Amy,32,tempelhof-schoeneberg
1284,Amy,15,treptow-koepenick
1285,Amédée,2,tempelhof-schoeneberg
1286,Amélie,40,charlottenburg-wilmersdorf
1287,Amélie,20,friedrichshain-kreuzberg
1288,Amélie,24,lichtenberg
1289,Amélie,7,marzahn-hellersdorf
1290,Amélie,17,mitte
1291,Amélie,9,neukoelln
1292,Amélie,29,pankow
1293,Amélie,2,reinickendorf
1294,Amélie,22,spandau
1295,Amélie,2,steglitz-zehlendorf
1296,Amélie,40,tempelhof-schoeneberg
1297,Amélie,9,treptow-koepenick
1298,An,8,charlottenburg-wilmersdorf
1299,An,109,friedrichshain-kreuzberg
1300,An,37,lichtenberg
1301,An,4,marzahn-hellersdorf
1302,An,28,mitte
1303,An,8,neukoelln
1304,An,25,pankow
1305,An,2,spandau
1306,An,4,tempelhof-schoeneberg
1307,Ana,37,charlottenburg-wilmersdorf
1308,Ana,13,friedrichshain-kreuzberg
1309,Ana,4,lichtenberg
1310,Ana,28,mitte
1311,Ana,17,neukoelln
1312,Ana,15,pankow
1313,Ana,2,reinickendorf
1314,Ana,7,spandau
1315,Ana,35,tempelhof-schoeneberg
1316,Anabel,4,spandau
1317,Anabell,2,pankow
1318,Anabella,2,mitte
1319,Anabelle,2,charlottenburg-wilmersdorf
1320,Anabelle,2,friedrichshain-kreuzberg
1321,Anabelle,2,treptow-koepenick
1322,Anabia,2,mitte
1323,Anahita,2,charlottenburg-wilmersdorf
1324,Anahita,2,tempelhof-schoeneberg
1325,Anais,4,lichtenberg
1326,Anais,6,mitte
1327,Anais,5,neukoelln
1328,Anakin,2,friedrichshain-kreuzberg
1329,Anakin,2,pankow
1330,Anakin,2,spandau
1331,Anakin,2,tempelhof-schoeneberg
1332,Anand,2,friedrichshain-kreuzberg
1333,Ananda,2,mitte
1334,Ananda,2,spandau
1335,Anandi,2,charlottenburg-wilmersdorf
1336,Anas,9,charlottenburg-wilmersdorf
1337,Anas,2,friedrichshain-kreuzberg
1338,Anas,4,lichtenberg
1339,Anas,6,mitte
1340,Anas,11,neukoelln
1341,Anas,2,reinickendorf
1342,Anas,2,spandau
1343,Anas,8,tempelhof-schoeneberg
1344,Anaser,2,friedrichshain-kreuzberg
1345,Anastasia,50,charlottenburg-wilmersdorf
1346,Anastasia,41,friedrichshain-kreuzberg
1347,Anastasia,51,lichtenberg
1348,Anastasia,18,marzahn-hellersdorf
1349,Anastasia,65,mitte
1350,Anastasia,41,neukoelln
1351,Anastasia,45,pankow
1352,Anastasia,18,reinickendorf
1353,Anastasia,57,spandau
1354,Anastasia,9,steglitz-zehlendorf
1355,Anastasia,55,tempelhof-schoeneberg
1356,Anastasia,12,treptow-koepenick
1357,Anastasija,2,marzahn-hellersdorf
1358,Anastasija,2,mitte
1359,Anastasija,9,neukoelln
1360,Anastasija,2,reinickendorf
1361,Anastasija,5,tempelhof-schoeneberg
1362,Anastasios,2,treptow-koepenick
1363,Anastazja,2,lichtenberg
1364,Anatol,2,charlottenburg-wilmersdorf
1365,Anatol,2,friedrichshain-kreuzberg
1366,Anatol,2,tempelhof-schoeneberg
1367,Anatole,2,spandau
1368,Anatoli,2,lichtenberg
1369,Anaya,2,charlottenburg-wilmersdorf
1370,Anaya,2,mitte
1371,Anaïs,9,charlottenburg-wilmersdorf
1372,Anaïs,4,friedrichshain-kreuzberg
1373,Anaïs,2,mitte
1374,Anaïs,2,pankow
1375,Anaïs,2,reinickendorf
1376,Anaïs,4,spandau
1377,Anaïs,10,tempelhof-schoeneberg
1378,Anderson,2,mitte
1379,Andi,2,tempelhof-schoeneberg
1380,Andia,2,charlottenburg-wilmersdorf
1381,Andjelina,3,charlottenburg-wilmersdorf
1382,Andjelina,2,mitte
1383,Andjelo,2,friedrichshain-kreuzberg
1384,Andor,2,pankow
1385,Andra,3,neukoelln
1386,Andre,4,friedrichshain-kreuzberg
1387,Andre,4,lichtenberg
1388,Andre,2,pankow
1389,Andrea,20,charlottenburg-wilmersdorf
1390,Andrea,19,friedrichshain-kreuzberg
1391,Andrea,20,lichtenberg
1392,Andrea,8,marzahn-hellersdorf
1393,Andrea,8,mitte
1394,Andrea,7,neukoelln
1395,Andrea,19,pankow
1396,Andrea,11,spandau
1397,Andrea,13,tempelhof-schoeneberg
1398,Andreas,90,charlottenburg-wilmersdorf
1399,Andreas,36,friedrichshain-kreuzberg
1400,Andreas,54,lichtenberg
1401,Andreas,17,marzahn-hellersdorf
1402,Andreas,70,mitte
1403,Andreas,41,neukoelln
1404,Andreas,80,pankow
1405,Andreas,12,reinickendorf
1406,Andreas,56,spandau
1407,Andreas,13,steglitz-zehlendorf
1408,Andreas,88,tempelhof-schoeneberg
1409,Andreas,20,treptow-koepenick
1410,Andreea,2,lichtenberg
1411,Andreea,2,mitte
1412,Andreea,8,neukoelln
1413,Andreea,4,pankow
1414,Andreea,2,tempelhof-schoeneberg
1415,Andreevich,2,friedrichshain-kreuzberg
1416,Andreevič,5,charlottenburg-wilmersdorf
1417,Andreevič,3,mitte
1418,Andreevič,2,pankow
1419,Andreevna,2,charlottenburg-wilmersdorf
1420,Andreevna,2,tempelhof-schoeneberg
1421,Andrei,4,charlottenburg-wilmersdorf
1422,Andrei,6,friedrichshain-kreuzberg
1423,Andrei,4,lichtenberg
1424,Andrei,20,mitte
1425,Andrei,12,neukoelln
1426,Andrei,2,tempelhof-schoeneberg
1427,Andreia,3,neukoelln
1428,Andrej,2,friedrichshain-kreuzberg
1429,Andrej,7,lichtenberg
1430,Andrej,3,mitte
1431,Andrej,2,pankow
1432,Andrej,2,spandau
1433,Andrej,2,steglitz-zehlendorf
1434,Andrew,2,friedrichshain-kreuzberg
1435,Andrew,2,lichtenberg
1436,Andrew,6,mitte
1437,Andrew,3,neukoelln
1438,Andrew,5,pankow
1439,Andrew,8,spandau
1440,Andrew,4,tempelhof-schoeneberg
1441,Andrey,4,friedrichshain-kreuzberg
1442,Andrey,4,pankow
1443,Andrin,2,charlottenburg-wilmersdorf
1444,Andriìvna,2,charlottenburg-wilmersdorf
1445,Andrzej,2,charlottenburg-wilmersdorf
1446,Andrzej,2,mitte
1447,Andrzej,2,neukoelln
1448,Andrzej,2,tempelhof-schoeneberg
1449,André,21,charlottenburg-wilmersdorf
1450,André,12,friedrichshain-kreuzberg
1451,André,24,lichtenberg
1452,André,3,marzahn-hellersdorf
1453,André,20,mitte
1454,André,11,neukoelln
1455,André,41,pankow
1456,André,2,reinickendorf
1457,André,14,spandau
1458,André,16,tempelhof-schoeneberg
1459,André,7,treptow-koepenick
1460,Andrés,5,charlottenburg-wilmersdorf
1461,Andrés,2,lichtenberg
1462,Andrés,4,pankow
1463,Andrés,2,steglitz-zehlendorf
1464,Andy,2,charlottenburg-wilmersdorf
1465,Andy,13,friedrichshain-kreuzberg
1466,Andy,6,lichtenberg
1467,Andy,2,marzahn-hellersdorf
1468,Andy,2,mitte
1469,Andy,6,pankow
1470,Andy,2,tempelhof-schoeneberg
1471,Anel,2,charlottenburg-wilmersdorf
1472,Anel,2,mitte
1473,Anel,2,neukoelln
1474,Anela,2,mitte
1475,Anelia,4,mitte
1476,Anelio,2,mitte
1477,Anes,2,friedrichshain-kreuzberg
1478,Anes,2,lichtenberg
1479,Anes,2,mitte
1480,Anes,5,neukoelln
1481,Angel,2,lichtenberg
1482,Angel,10,mitte
1483,Angel,2,reinickendorf
1484,Angel,2,spandau
1485,Angel,6,tempelhof-schoeneberg
1486,Angela,14,charlottenburg-wilmersdorf
1487,Angela,17,friedrichshain-kreuzberg
1488,Angela,11,lichtenberg
1489,Angela,12,mitte
1490,Angela,2,neukoelln
1491,Angela,12,pankow
1492,Angela,2,reinickendorf
1493,Angela,3,spandau
1494,Angela,10,tempelhof-schoeneberg
1495,Angelie,2,lichtenberg
1496,Angelie,2,spandau
1497,Angelika,17,charlottenburg-wilmersdorf
1498,Angelika,4,friedrichshain-kreuzberg
1499,Angelika,7,lichtenberg
1500,Angelika,9,mitte
1501,Angelika,3,neukoelln
1502,Angelika,6,pankow
1503,Angelika,11,spandau
1504,Angelika,11,tempelhof-schoeneberg
1505,Angelika,5,treptow-koepenick
1506,Angeliki,2,tempelhof-schoeneberg
1507,Angelina,11,charlottenburg-wilmersdorf
1508,Angelina,26,friedrichshain-kreuzberg
1509,Angelina,22,lichtenberg
1510,Angelina,8,marzahn-hellersdorf
1511,Angelina,54,mitte
1512,Angelina,15,neukoelln
1513,Angelina,23,pankow
1514,Angelina,2,reinickendorf
1515,Angelina,16,spandau
1516,Angelina,4,steglitz-zehlendorf
1517,Angelina,20,tempelhof-schoeneberg
1518,Angelina,4,treptow-koepenick
1519,Angeline,2,spandau
1520,Angelique,5,lichtenberg
1521,Angelique,3,mitte
1522,Angelique,2,neukoelln
1523,Angelo,5,charlottenburg-wilmersdorf
1524,Angelo,4,friedrichshain-kreuzberg
1525,Angelo,6,lichtenberg
1526,Angelo,30,mitte
1527,Angelo,14,neukoelln
1528,Angelo,3,pankow
1529,Angelo,4,reinickendorf
1530,Angelo,7,spandau
1531,Angelo,4,tempelhof-schoeneberg
1532,Angelov,2,charlottenburg-wilmersdorf
1533,Angelova,3,mitte
1534,Angelova,2,spandau
1535,Angus,2,pankow
1536,Anh,10,charlottenburg-wilmersdorf
1537,Anh,294,friedrichshain-kreuzberg
1538,Anh,86,lichtenberg
1539,Anh,24,marzahn-hellersdorf
1540,Anh,111,mitte
1541,Anh,5,neukoelln
1542,Anh,68,pankow
1543,Anh,3,steglitz-zehlendorf
1544,Anh,17,tempelhof-schoeneberg
1545,Anh,2,treptow-koepenick
